null,c0
-7595.827852,-7595.827852
-7565.906806,-7565.906806
-7847.233576,-7847.233576
-7665.068781,-7665.068781
-7960.025654,-7960.025654
-7760.146174,-7760.146174
-7828.241528,-7828.241528
-7613.600102,-7613.600102
-7659.798963,-7659.798963
-7849.980254,-7849.980254
-7708.983150,-7708.983150
-7707.515932,-7707.515932
-7902.551848,-7902.500030
-7777.236354,-7777.100389
-7821.354734,-7821.354734
-7905.876597,-7905.876597
-7803.248064,-7803.248064
-7708.623047,-7708.623047
-7904.212742,-7904.212742
-7852.992472,-7852.992472
-7954.264390,-7951.375552
-7966.867851,-7966.867851
-7637.071411,-7636.677028
-7734.519535,-7733.935128
-7975.254405,-7975.254405
-7782.657693,-7781.337094
-7679.846868,-7679.846868
-7870.414872,-7870.414872
-7818.127736,-7818.127736
-7818.259263,-7818.259263
-7876.933213,-7876.933213
-7663.995775,-7663.735472
-7830.647807,-7830.647807
-7994.534965,-7994.534965
-7872.780843,-7872.780843
-7778.458886,-7778.458886
-7655.308882,-7655.308882
-7897.276908,-7897.276908
-7593.230902,-7593.021272
-7959.954049,-7959.954049
-7762.981115,-7762.981115
-7601.693121,-7601.693121
-7732.554709,-7732.554709
-7924.529220,-7924.529220
-7691.643654,-7691.306236
-7727.588569,-7727.588569
-7845.327393,-7845.327393
-7677.487477,-7677.487477
-7941.564347,-7941.564347
-7543.879591,-7543.879591
-7771.625043,-7769.410387
-7554.753008,-7554.753008
-7844.108024,-7844.108024
-7900.755595,-7900.755595
-7742.972578,-7742.972578
-7644.535785,-7644.416981
-7558.004544,-7558.004544
-7534.883055,-7534.883055
-7786.037179,-7786.037179
-7718.599037,-7718.299582
-7806.670842,-7806.670842
-7741.145833,-7741.145833
-7701.222565,-7701.222565
-7878.335291,-7878.335291
-7866.388155,-7865.207922
-7944.140083,-7944.114768
-7632.883324,-7632.883324
-8039.369295,-8039.369295
-7998.924023,-7995.964658
-7758.158528,-7758.158528
-7731.904832,-7731.732597
-7860.202724,-7860.202724
-7652.761868,-7652.761868
-7720.186250,-7720.186250
-7832.620103,-7832.558801
-7890.527829,-7888.592242
-7881.517264,-7880.146864
-7981.196006,-7981.196006
-7788.716418,-7788.716418
-7925.777156,-7925.777156
-7991.842866,-7988.166876
-7812.261149,-7812.261149
-8051.403436,-8051.403436
-7808.505266,-7808.505266
-7821.357388,-7820.968356
-7706.573915,-7706.573915
-7970.521297,-7968.004455
-7824.768289,-7824.768289
-8165.338574,-8165.338574
-7920.814548,-7920.814548
-7754.680714,-7751.017615
-7630.702964,-7630.702964
-7910.105406,-7910.105406
-7605.204648,-7605.204648
-7610.931232,-7610.842290
-7936.048533,-7936.048533
-7873.404073,-7873.404073
-7951.996806,-7951.996806
-7845.587657,-7845.587657
-8255.213743,-8254.243271
-7868.967114,-7868.967114
-7967.659376,-7967.260466
-7692.552910,-7692.552910
-7840.627377,-7839.980820
-7639.682299,-7638.423917
-7690.517070,-7690.517070
-7498.047547,-7498.047547
-7833.987233,-7833.987233
-8104.409704,-8104.198863
-7833.446130,-7833.446130
-7777.033672,-7777.033672
-7717.359773,-7717.359773
-7719.339522,-7719.339522
-7838.547946,-7838.531856
-7602.587498,-7602.587498
-7573.730457,-7573.730457
-7721.125735,-7721.125735
-7929.917903,-7929.917902
-7779.435940,-7779.435940
-7704.919745,-7704.919745
-7916.324838,-7916.324838
-7725.803295,-7725.798676
-7973.631692,-7973.631692
-7901.185184,-7900.812459
-7793.384438,-7793.142543
-7659.993557,-7659.980981
-7870.788406,-7870.788406
-7787.374597,-7787.374597
-7879.609516,-7879.609516
-7946.830128,-7946.830128
-7940.125419,-7940.125419
-7819.048678,-7819.048678
-8003.780762,-8003.780762
-7913.515394,-7913.515394
-8028.418174,-8028.418174
-7834.014901,-7834.014901
-7874.642300,-7874.642300
-7674.265165,-7674.265165
-7754.534382,-7754.534382
-7986.385716,-7986.385716
-7770.126148,-7770.126148
-7646.648371,-7646.648371
-7764.774184,-7764.774184
-7560.341800,-7560.341800
-7467.849775,-7467.849775
-7739.222524,-7738.151073
-7743.566925,-7743.566925
-7833.537187,-7833.537187
-7822.133054,-7821.856530
-7705.833165,-7705.833165
-7881.461447,-7881.461447
-7841.039732,-7840.814917
-7935.247059,-7935.247059
-7861.485185,-7861.485185
-7882.611960,-7882.611960
-7794.657188,-7794.657188
-7716.350221,-7716.350221
-7867.236662,-7867.236662
-7914.256500,-7914.256500
-7773.598451,-7773.598451
-7855.032737,-7854.936908
-7838.699961,-7838.699961
-7645.167499,-7645.167499
-7895.044987,-7895.042874
-7961.978227,-7961.978227
-7726.618346,-7726.483095
-8130.268265,-8130.268265
-7827.075590,-7827.075590
-7949.293521,-7949.293521
-7804.620899,-7804.620899
-7758.886818,-7758.886818
-7740.302048,-7740.302048
-7888.332312,-7888.332312
-7876.413803,-7876.177314
-7760.809414,-7759.487410
-7769.664409,-7769.664409
-7550.606878,-7550.606878
-7817.650687,-7817.650687
-7667.030146,-7667.030146
-7789.475324,-7789.475324
-7818.376469,-7818.376469
-7647.541886,-7647.541886
-7911.707836,-7911.707836
-7898.519321,-7898.075641
-7935.252537,-7935.175330
-7894.141005,-7894.141005
-7999.165338,-7999.165338
-7874.322164,-7874.322164
-7860.304667,-7860.304667
-7802.685166,-7802.685166
-7733.365305,-7733.365305
-7881.880142,-7881.878881
-7874.134773,-7874.134773
-7779.594118,-7779.594118
-7873.919242,-7872.684899
-7716.739926,-7716.739926
-7823.997746,-7823.997746
-7843.894542,-7843.894542
-7511.550339,-7511.541915
-7807.512075,-7807.512075
-7759.820886,-7759.820886
-7646.622057,-7646.622057
-7797.585871,-7797.585871
-7859.005200,-7859.005200
-7708.832464,-7708.832464
-7814.543313,-7814.543313
-7732.766833,-7732.766833
-7844.665406,-7844.665406
-7740.553697,-7740.207806
-7928.714419,-7928.323230
-7487.209674,-7487.180160
-8061.630263,-8061.630263
-7885.010180,-7885.010180
-7775.276881,-7775.276881
-7833.725925,-7833.725925
-7613.764252,-7613.764252
-7553.675458,-7553.675458
-7773.154411,-7773.154411
-7961.579559,-7961.579559
-7959.810888,-7959.779175
-7679.834495,-7679.783189
-7870.458377,-7870.458377
-7875.514963,-7875.331493
-7836.181515,-7836.158307
-7668.112210,-7667.252552
-7867.294558,-7867.294558
-8016.393626,-8016.393626
-7743.597361,-7743.597361
-7853.567288,-7853.567288
-7975.776393,-7975.776393
-7800.513680,-7800.513680
-7857.040998,-7854.451432
-7527.744960,-7527.744960
-7892.688791,-7892.688791
-7797.219441,-7797.219441
-7786.831703,-7786.831703
-7940.966722,-7940.966722
-7678.553561,-7678.553561
-7672.419509,-7672.419509
-7767.632230,-7767.632230
-7921.195045,-7921.195045
-7788.620502,-7788.523135
-7827.094043,-7827.094043
-7767.031078,-7767.031078
-7794.526582,-7793.758183
-7766.725938,-7766.725938
-7704.602912,-7704.602912
-7875.770204,-7875.770204
-7922.044609,-7922.044609
-7703.483290,-7703.483290
-7936.081666,-7936.038780
-7726.168085,-7726.168085
-7892.867822,-7892.867822
-8000.379916,-8000.379916
-7753.955950,-7753.955950
-7729.042791,-7729.042791
-8036.259823,-8036.259823
-8109.784963,-8109.784963
-7945.436146,-7945.436146
-7911.393780,-7911.393780
-7685.478587,-7685.478587
-7680.735180,-7680.735180
-7672.167252,-7672.167252
-7721.538584,-7721.538584
-7803.480767,-7803.480767
-7939.595826,-7939.595826
-7667.564751,-7667.564751
-7916.603661,-7916.603661
-7849.909684,-7849.909684
-7914.644321,-7914.644321
-7972.273152,-7972.273152
-7787.514459,-7786.134395
-7953.383977,-7953.383977
-8029.455366,-8028.188409
-7642.111104,-7642.111104
-7885.198577,-7885.198577
-7738.802494,-7738.774805
-7635.227447,-7635.227447
-7866.377801,-7866.377801
-7483.171882,-7483.171882
-7649.240442,-7646.220141
-8026.756555,-8026.745013
-7909.577801,-7909.275482
-7593.569906,-7592.682373
-7865.428981,-7865.428981
-7560.326329,-7560.326329
-7843.802056,-7843.563168
-7823.715682,-7823.707647
-7894.193567,-7894.193567
-7710.879164,-7710.879164
-7682.433265,-7682.433265
-7735.527630,-7735.317004
-7958.223820,-7958.223820
-7980.162928,-7979.864584
-7426.760950,-7426.760950
-7740.498997,-7739.289019
-7817.679112,-7817.679112
-7628.641516,-7628.176277
-7943.083161,-7943.083161
-8012.170877,-8011.350040
-7849.842113,-7849.737885
-8031.089550,-8030.964849
-7988.423528,-7988.423528
-7776.308264,-7776.308264
-7703.405071,-7703.405071
-8039.012286,-8039.012286
-7730.799140,-7730.799140
-7708.388630,-7708.388630
-7784.388126,-7784.388126
-7765.426748,-7765.140057
-8148.815401,-8148.815401
-7503.438996,-7503.438996
-7773.358529,-7773.358529
-7778.718389,-7778.718389
-7713.629813,-7712.687690
-7890.411149,-7889.574790
-7812.599437,-7812.599437
-7768.165663,-7768.165663
-7960.988402,-7960.988402
-7698.499744,-7698.499744
-7975.758109,-7975.758109
-7824.749096,-7824.412223
-7869.035176,-7869.035176
-7854.035538,-7854.035538
-7914.931637,-7914.931637
-7937.341093,-7937.341093
-7649.431394,-7647.320275
-7703.377442,-7702.753020
-8198.022840,-8198.022840
-7512.123803,-7512.123803
-7856.647152,-7856.647152
-7755.940459,-7755.940459
-7898.930211,-7898.930211
-7851.384252,-7851.384252
-7754.803985,-7753.636793
-7916.876322,-7916.876322
-7635.740155,-7635.740155
-7824.341459,-7824.341459
-7691.970719,-7691.970719
-7632.449717,-7632.449717
-7721.676439,-7721.676439
-8011.636760,-8011.636760
-7971.132564,-7971.127091
-7738.343901,-7738.343901
-7808.037967,-7808.037967
-7848.240216,-7848.240216
-7934.158023,-7934.158023
-7694.239900,-7694.062497
-7730.894251,-7730.894251
-7691.006725,-7691.006725
-7795.118936,-7795.118936
-7712.123515,-7712.123515
-7787.941604,-7787.941604
-7894.956923,-7894.956923
-7952.794567,-7952.794567
-7725.290631,-7725.290631
-7756.005112,-7756.005112
-8050.951206,-8050.951206
-7740.331203,-7740.323043
-7853.655316,-7853.655316
-7749.290526,-7749.290526
-7884.654503,-7884.576038
-7625.894874,-7625.867919
-7762.827939,-7762.307000
-7848.367821,-7848.367821
-7963.012784,-7962.512161
-8007.892499,-8007.892499
-8094.650879,-8094.650879
-7737.917283,-7737.917283
-7659.535400,-7659.535400
-7725.046745,-7725.046745
-7904.401397,-7904.401397
-7700.196831,-7700.196831
-7892.236447,-7892.236447
-7870.479402,-7870.479402
-7639.101929,-7639.101929
-7806.036433,-7806.036433
-7766.016228,-7766.016228
-7664.074135,-7664.074135
-7925.509583,-7925.301838
-7705.428488,-7705.428488
-7797.309659,-7797.309659
-7709.744196,-7709.744196
-7777.488982,-7776.129624
-7904.505836,-7904.505836
-7967.228398,-7967.228398
-7820.528217,-7820.528217
-7649.102680,-7649.034177
-7671.862661,-7671.862661
-7811.790399,-7811.416951
-7651.747465,-7651.747465
-7830.034762,-7830.034762
-7745.022203,-7745.022203
-7641.417989,-7641.384903
-7804.390559,-7804.390559
-7831.663490,-7831.663490
-7976.122829,-7976.122829
-7684.254897,-7684.254897
-7844.552444,-7844.552444
-7834.900472,-7834.863170
-7661.874590,-7661.874590
-7697.955179,-7697.955179
-7649.186928,-7649.186928
-7584.233507,-7584.233507
-7679.597409,-7679.597409
-7912.033005,-7911.952125
-7932.522481,-7932.522481
-7648.612768,-7648.612768
-7773.420880,-7773.420880
-7893.062494,-7893.062494
-7764.840722,-7764.840722
-7928.753544,-7928.753544
-7840.160566,-7840.160566
-7744.669648,-7744.669648
-7738.538692,-7738.538692
-7669.389596,-7669.333344
-8100.258404,-8100.064526
-7821.248873,-7821.120410
-7781.070080,-7781.070080
-7836.842896,-7836.842896
-7647.384677,-7647.384677
-7631.411824,-7631.411824
-7397.420266,-7397.420266
-7824.877574,-7824.877574
-7997.218355,-7996.973044
-7723.745929,-7722.314809
-7711.972375,-7711.972375
-7902.130381,-7902.113858
-7712.347425,-7712.347425
-7592.924930,-7592.924930
-7991.608038,-7991.608038
-7805.325429,-7805.325429
-7737.332938,-7737.332938
-7954.015666,-7953.995838
-7749.954981,-7749.954981
-7656.609862,-7656.314492
-7690.294609,-7690.294609
-7743.155799,-7743.155799
-7865.731722,-7865.731722
-7885.488308,-7885.488308
-7791.840357,-7791.840357
-7871.000012,-7871.000012
-7802.529769,-7802.529769
-7782.359320,-7782.264151
-7687.348748,-7687.348748
-7784.826555,-7784.826555
-7517.110117,-7517.110117
-7752.563952,-7752.563952
-7778.835054,-7778.835054
-7902.334798,-7902.334798
-7974.218762,-7974.218762
-7552.823752,-7552.244094
-7656.166660,-7656.166660
-7831.471448,-7831.471448
-7752.886056,-7752.886056
-7770.733874,-7770.733874
-7956.366293,-7956.366293
-7828.778123,-7828.778123
-7807.586379,-7807.586379
-7744.096175,-7743.925825
-8043.042384,-8042.523608
-7574.453035,-7574.453035
-7714.058701,-7714.058701
-7694.227258,-7694.227258
-7938.094647,-7938.094647
-7650.672676,-7650.672676
-7614.818997,-7614.818997
-7750.216883,-7750.216883
-7773.113710,-7773.113710
-7677.051159,-7677.051159
-7951.459740,-7951.459740
-7692.841573,-7691.909080
-7742.643840,-7742.643840
-7718.083661,-7717.978359
-7676.881651,-7676.113845
-7933.727674,-7933.727674
-7819.790601,-7819.790601
-7585.737735,-7585.737735
-7702.036287,-7701.967140
-7664.212293,-7664.119548
-7966.716440,-7966.716440
-7698.553626,-7698.553626
-7647.781906,-7647.665034
-7702.606593,-7702.606593
-7716.290279,-7714.783994
-7820.758873,-7820.758873
-7728.668820,-7728.668820
-7682.697459,-7682.302759
-7971.413564,-7971.413564
-7912.823308,-7912.823308
-7487.062706,-7487.062706
-7813.588383,-7813.588383
-7738.605269,-7738.605269
-7843.259364,-7843.259364
-8039.901989,-8039.901989
-7816.110872,-7816.085583
-8046.586210,-8046.586210
-7835.032376,-7835.032376
-7878.277608,-7878.061034
-7717.479967,-7717.456509
-8008.507277,-8008.507277
-7844.491011,-7844.491011
-7884.824889,-7884.824889
-7826.462416,-7826.462416
-7668.703161,-7668.577614
-7760.916186,-7760.916186
-7638.765692,-7638.765692
-7741.414278,-7741.414278
-7751.220606,-7751.220606
-7808.666911,-7807.711714
-7910.190354,-7910.190354
-7851.513604,-7851.513604
-7970.092448,-7970.062808
-7919.877535,-7919.877535
-7717.230113,-7717.230113
-7769.017605,-7769.017605
-7885.490333,-7885.490333
-7593.844266,-7592.870652
-7708.081373,-7708.081373
-7669.157201,-7669.157201
-7917.612450,-7917.612450
-7737.427116,-7736.876913
-7930.316441,-7930.316441
-7817.859488,-7817.859488
-7661.057785,-7661.057785
-7806.272323,-7806.272323
-7854.232604,-7854.232604
-7951.699256,-7951.290450
-7954.214882,-7953.536152
-7615.508542,-7615.489843
-7845.800751,-7845.800751
-7804.379223,-7804.296528
-7723.132658,-7723.127624
-7908.366850,-7908.321547
-7546.556625,-7546.556625
-7976.880832,-7976.880832
-7907.551447,-7907.551447
-7678.252712,-7678.252712
-7611.997353,-7610.290562
-7706.957402,-7706.741107
-7969.213905,-7969.213905
-7962.811842,-7962.725420
-7730.938103,-7730.938103
-7709.066654,-7709.066654
-7876.602321,-7876.055805
-7569.428398,-7569.293362
-7642.808188,-7642.808188
-7840.660662,-7840.660662
-7917.004773,-7917.004773
-7880.041153,-7880.041153
-7862.220160,-7862.220160
-7915.084191,-7915.057859
-8020.288456,-8020.288456
-7788.720179,-7788.720179
-7742.468855,-7742.468855
-7973.232075,-7973.214907
-7825.598278,-7825.598278
-7659.737711,-7659.737711
-7797.534966,-7797.534966
-7861.946200,-7861.946200
-7749.202530,-7749.202530
-7699.950727,-7699.950727
-7891.381902,-7891.381902
-7749.527924,-7749.527924
-7597.709354,-7597.709354
-7941.299293,-7941.299293
-7794.489880,-7794.489880
-8092.549884,-8092.549884
-7858.344653,-7853.322695
-7968.664311,-7968.664311
-7791.407140,-7791.293505
-7957.741462,-7957.741462
-7803.128186,-7803.128186
-7787.310631,-7786.834934
-7733.156485,-7733.156485
-7811.190906,-7809.525893
-7723.432703,-7722.823908
-7812.292663,-7812.292663
-7955.144035,-7954.968158
-7670.136850,-7669.839238
-7784.073988,-7784.073988
-8003.761139,-8003.761139
-7766.950390,-7765.578260
-7824.772124,-7824.772124
-7770.901967,-7769.877303
-7836.436035,-7836.356297
-7742.836637,-7741.925782
-7573.405369,-7573.393427
-7799.921683,-7799.921683
-7764.883310,-7764.883310
-7975.522887,-7975.522887
-7649.083266,-7649.083266
-7888.894988,-7888.894988
-7896.345874,-7896.229422
-7691.081304,-7691.081304
-7851.156143,-7849.972663
-7657.540348,-7657.540348
-7615.040466,-7613.395534
-7897.085631,-7897.085631
-8020.342246,-8020.342246
-7794.772438,-7794.772437
-7566.052202,-7565.790261
-7788.016922,-7788.016922
-7694.934809,-7693.645629
-7859.926020,-7859.892497
-7579.556361,-7579.556361
-7800.121785,-7800.121785
-7667.101445,-7667.101445
-7770.253202,-7770.253202
-7721.280101,-7721.280101
-7961.889435,-7961.889435
-8073.514005,-8073.514005
-7874.555948,-7874.555948
-7614.889757,-7614.642424
-7865.577073,-7865.577073
-7811.727820,-7811.727370
-7604.146946,-7604.146946
-7788.429810,-7784.957052
-7857.319425,-7857.242204
-7965.241961,-7965.241961
-7687.724299,-7687.724299
-7768.619562,-7768.619562
-8008.839099,-8008.839099
-7905.297309,-7905.297309
-7576.043326,-7576.043326
-7774.896708,-7774.752709
-7925.414694,-7925.414694
-7827.363341,-7827.363329
-7852.745795,-7852.745795
-7959.533140,-7959.530859
-7642.173270,-7642.173270
-7953.229962,-7953.229962
-7891.931464,-7891.931464
-7839.418772,-7838.890372
-7948.501690,-7948.501690
-7494.349234,-7494.349234
-7857.872332,-7855.228005
-7939.108466,-7939.108466
-8073.348309,-8073.348309
-7874.400367,-7874.400367
-7988.483043,-7988.483043
-7759.344484,-7759.344484
-7647.476012,-7647.476012
-7743.262601,-7743.262601
-7713.858407,-7713.858407
-7899.736398,-7899.736398
-7522.288467,-7522.288467
-7794.505281,-7794.505281
-7468.954327,-7468.954327
-8024.644656,-8024.640142
-7770.383293,-7770.383293
-7785.230702,-7785.230702
-7838.410259,-7838.410259
-7795.325639,-7795.193697
-7782.000871,-7782.000871
-7731.225874,-7731.195778
-7713.508893,-7713.508893
-7517.183195,-7517.183195
-7643.062775,-7643.062775
-7959.703089,-7957.583721
-7766.414495,-7766.260540
-7975.026773,-7975.026773
-7650.176302,-7650.176302
-7846.016339,-7846.016339
-7767.070392,-7767.070392
-7843.599339,-7843.599339
-7731.362384,-7731.362383
-7908.580396,-7908.040139
-7714.614484,-7713.280074
-7859.457391,-7859.457391
-7803.769791,-7803.769791
-7808.931162,-7808.400441
-7953.062204,-7953.062204
-7778.665355,-7778.665355
-7830.382914,-7829.393745
-7665.534101,-7665.534101
-7358.046857,-7358.046857
-7734.341705,-7734.341705
-7774.015539,-7774.015539
-7902.308461,-7902.003033
-7686.649785,-7686.649785
-7762.914619,-7762.914619
-7823.310577,-7822.757145
-7516.698632,-7516.698632
-7955.294380,-7955.294380
-7493.058477,-7492.935462
-7899.448442,-7899.448442
-7614.419884,-7614.283342
-7842.493625,-7842.493625
-7837.575857,-7837.575857
-7657.951581,-7657.951581
-7752.871888,-7752.871888
-7670.446292,-7670.446292
-7831.525707,-7831.525707
-7681.052566,-7681.052566
-7625.967506,-7625.967506
-7532.556136,-7532.556136
-7776.767694,-7776.452883
-7771.869133,-7769.814338
-8048.668843,-8048.668843
-7914.381328,-7914.381328
-7653.742619,-7653.742619
-7749.668374,-7749.668374
-7874.466583,-7874.466583
-7903.685339,-7902.791074
-7812.142322,-7812.142322
-7710.627815,-7710.627815
-7772.705003,-7772.705003
-7684.526845,-7684.509921
-7824.331982,-7824.331982
-7969.617220,-7969.617220
-8045.045929,-8045.045929
-7713.370840,-7713.370840
-7724.429874,-7724.203582
-8144.022746,-8144.022746
-7718.619275,-7718.619275
-7863.301595,-7863.301595
-7774.564013,-7774.564013
-7767.021292,-7767.021292
-7896.084555,-7895.957209
-7802.072568,-7801.997776
-8013.616631,-8013.616631
-7816.550951,-7816.550951
-7851.587223,-7851.587223
-7648.457520,-7648.457520
-7801.138831,-7801.138831
-7941.903439,-7941.903439
-7768.913919,-7768.913919
-7932.649743,-7932.521298
-7518.607073,-7518.607073
-7755.592997,-7755.592997
-7682.834859,-7682.707772
-8022.152387,-8022.152387
-7916.994161,-7916.980544
-7703.129085,-7703.129085
-7619.372881,-7619.372881
-7962.918376,-7962.918376
-7892.960539,-7892.960539
-7606.385836,-7606.385836
-7694.712712,-7694.689330
-8081.369168,-8081.369168
-7772.355591,-7772.353005
-7794.215889,-7794.215889
-7796.032202,-7796.032202
-7772.362559,-7772.362559
-7736.093640,-7736.093640
-7684.647497,-7684.647497
-7640.858373,-7640.855993
-7836.592305,-7836.592305
-7858.759833,-7858.759833
-7631.131486,-7631.131486
-7821.995980,-7821.995980
-7671.525885,-7671.525885
-7640.937213,-7640.710556
-7702.570413,-7702.570413
-7874.037433,-7873.413596
-7738.366615,-7737.171865
-7731.066004,-7731.066004
-8084.343680,-8084.343680
-7763.642286,-7763.642286
-7760.582394,-7760.193316
-7908.190552,-7906.655396
-7942.768052,-7942.768052
-7709.094819,-7709.094819
-7891.493587,-7891.493587
-7669.113831,-7668.763107
-7735.191106,-7735.191106
-7818.173222,-7818.173222
-7763.581367,-7762.903483
-7913.640370,-7913.640370
-7923.701612,-7923.701612
-7757.488151,-7757.488151
-7680.868644,-7680.868644
-7963.986276,-7963.986276
-7840.318474,-7840.318474
-7978.036117,-7978.036117
-7712.688856,-7712.688856
-7676.378100,-7676.378100
-7796.717981,-7796.717981
-7760.371996,-7760.371996
-7977.756665,-7977.756665
-7827.611242,-7827.611242
-7886.650341,-7886.036632
-7864.912662,-7864.048017
-7788.971883,-7788.949415
-7856.795574,-7856.795574
-7645.226005,-7645.225553
-8187.215698,-8187.215698
-7583.551872,-7583.551872
-7760.107389,-7759.740346
-7864.211945,-7864.211945
-7529.630616,-7529.630616
-8051.018981,-8051.018981
-7718.574937,-7718.430801
-7812.336712,-7812.336712
-7847.602016,-7847.602016
-7824.306723,-7824.306723
-7840.205367,-7840.205367
-8058.694600,-8058.694600
-7700.209914,-7700.209914
-7886.702112,-7886.697109
-7953.574681,-7953.574681
-7841.673991,-7841.673991
-7759.488625,-7759.488625
-7646.011497,-7646.011497
-7744.151105,-7744.151105
-7526.603226,-7526.537748
-7816.687480,-7816.336756
-7813.849602,-7813.849602
-7751.622601,-7751.537990
-8100.661933,-8100.655676
-7870.790241,-7870.790241
-7878.111033,-7878.111033
-7710.040708,-7710.040708
-7946.873238,-7946.873238
-7947.090859,-7947.090859
-7920.797850,-7920.797850
-7543.515821,-7543.453852
-7955.074018,-7954.130549
-7879.999519,-7879.999519
-7871.933810,-7871.933810
-7842.536419,-7842.250704
-7875.008423,-7875.008423
-7738.713684,-7738.713684
-7985.693171,-7985.693171
-7608.981833,-7608.981833
-7904.631727,-7904.631727
-7552.819237,-7550.771324
-7810.231029,-7810.231029
-7644.358017,-7644.251101
-8006.875813,-8006.875813
-7898.594877,-7898.594877
-7706.811557,-7706.586340
-7729.666564,-7729.666564
-7774.887995,-7774.887995
-7949.126614,-7949.126614
-7676.554762,-7676.554762
-7836.184711,-7836.184711
-7845.163523,-7845.163523
-7791.374366,-7791.374366
-7653.131733,-7652.710945
-7874.109683,-7874.109683
-7851.827006,-7851.827006
-7744.286792,-7744.286792
-8016.877735,-8016.671047
-8025.914686,-8025.914686
-7911.815874,-7911.815874
-7762.039525,-7762.039525
-7819.305868,-7818.703953
-7779.398436,-7779.338564
-7516.414493,-7516.414493
-7704.886816,-7704.886816
-7987.737031,-7987.737031
-7662.661818,-7662.661818
-7727.232228,-7727.232228
-7865.569104,-7865.569104
-7895.628245,-7895.499516
-7871.489348,-7871.489348
-7935.865161,-7935.865161
-7924.193861,-7923.991809
-7939.438407,-7939.271998
-7825.830717,-7825.830717
-7776.365530,-7774.888723
-7885.051138,-7884.968805
-7844.921675,-7844.921675
-7920.768396,-7920.708803
-7746.283108,-7746.283108
-7762.205209,-7762.194083
-7767.905003,-7767.905003
-7668.935104,-7668.935104
-7938.638794,-7938.638794
-7883.510582,-7883.510582
-7957.949702,-7956.912943
-7790.682732,-7790.682732
-7873.946317,-7873.946317
-7771.918107,-7771.918107
-7867.092636,-7867.092636
-7809.943820,-7809.859265
-7956.928508,-7956.928508
-7829.819150,-7829.819150
-7313.250669,-7313.250669
-7904.744713,-7904.744713
-7620.779666,-7620.779666
-7608.171435,-7608.171435
-7822.106920,-7821.550719
-7972.733178,-7972.733178
-7710.379758,-7710.379758
-8013.691961,-8013.691961
-7809.414883,-7809.414883
-7630.297523,-7629.876503
-7830.338752,-7830.285767
-7922.063242,-7922.063242
-7562.764989,-7562.742429
-7823.741368,-7823.741368
-7794.401641,-7794.401641
-7698.747541,-7698.747541
-7718.508416,-7718.348554
-7818.385073,-7818.350784
-7833.203190,-7833.203190
-7853.399923,-7853.399923
-7749.850709,-7749.850709
-7801.143167,-7800.975449
-7982.722842,-7982.722842
-7610.504948,-7610.504948
-7867.607002,-7867.607002
-7768.232182,-7768.151552
-7660.146051,-7660.146051
-7769.184617,-7769.184617
-7681.493683,-7681.471311
