null1,null2,bsA
-7723.987645,-7723.030381,-7723.030381
-7877.646434,-7877.340583,-7877.340583
-7751.479807,-7751.352004,-7751.352004
-7594.688887,-7592.082170,-7592.082170
-7749.572081,-7747.223134,-7746.951718
-7775.546486,-7775.546486,-7775.546486
-7737.108061,-7737.107625,-7736.291194
-7670.345480,-7669.479065,-7668.946126
-7734.215663,-7733.666919,-7733.429211
-7560.002179,-7559.532331,-7559.532331
-7835.251779,-7835.014843,-7835.014843
-7523.622471,-7523.506767,-7523.506730
-7555.466740,-7555.458586,-7554.811243
-7761.587792,-7761.529403,-7761.526107
-7750.870699,-7750.653914,-7750.653914
-7812.161613,-7811.966634,-7811.669047
-7784.603541,-7784.328353,-7783.923195
-7834.046041,-7834.046041,-7834.046041
-7534.788810,-7534.258528,-7534.258528
-7778.795853,-7778.712048,-7778.514063
-7630.299954,-7628.594542,-7628.594542
-7702.182943,-7702.182943,-7702.182943
-7888.441995,-7888.441995,-7888.441995
-7905.328971,-7903.971179,-7902.906238
-7867.129630,-7867.058740,-7867.058740
-7906.455172,-7906.455172,-7906.455172
-7910.142214,-7909.841717,-7909.841717
-7700.931326,-7700.620895,-7700.619493
-7950.360976,-7949.609186,-7949.609186
-7721.119758,-7720.327441,-7719.640414
-7767.035854,-7767.035854,-7767.035854
-7938.327399,-7937.526159,-7937.526159
-7708.341778,-7704.538923,-7704.299407
-7716.928500,-7716.928500,-7716.928500
-7879.084158,-7878.336099,-7878.336099
-7789.153535,-7788.823371,-7788.555969
-7932.049289,-7931.644437,-7930.232855
-7590.346983,-7590.346983,-7590.346983
-7475.336694,-7474.977701,-7473.671175
-7746.521100,-7745.913454,-7745.913454
-7603.231624,-7601.651895,-7600.530060
-7673.646255,-7673.315189,-7673.305009
-7779.776947,-7779.776947,-7779.776947
-7697.400658,-7694.266971,-7694.064142
-7615.124998,-7613.299425,-7613.299425
-7885.803876,-7885.803876,-7885.803876
-7849.655699,-7849.655699,-7849.655699
-7892.953711,-7892.953711,-7892.953711
-7766.157462,-7766.127542,-7765.989488
-7839.831019,-7839.724361,-7839.724361
-7887.739153,-7883.452769,-7883.439602
-7888.870324,-7887.275914,-7887.275914
-7983.732173,-7983.693465,-7983.693465
-7638.839187,-7636.372303,-7636.372303
-7949.001925,-7948.069182,-7948.055361
-7838.441304,-7838.388622,-7837.716652
-7628.470764,-7628.470764,-7628.470764
-7704.542359,-7704.375652,-7704.217614
-7914.875756,-7914.875756,-7914.875756
-7714.771562,-7713.846155,-7713.721479
-7809.382733,-7809.352185,-7809.352185
-7763.721898,-7763.398256,-7763.397102
-7655.558907,-7655.556478,-7655.556328
-7612.267987,-7611.142960,-7611.142960
-7680.713832,-7680.183568,-7680.183568
-7833.555287,-7832.557401,-7832.557401
-7842.804942,-7841.688128,-7841.688128
-7915.313585,-7915.300311,-7915.193394
-7800.792197,-7800.679160,-7800.676779
-7765.358267,-7765.222711,-7765.222711
-7816.959698,-7816.959513,-7816.955102
-7829.628188,-7829.189409,-7827.710933
-7683.492428,-7683.475495,-7683.475495
-7714.189129,-7713.786830,-7713.786830
-7648.549245,-7647.440666,-7647.440666
-7654.255895,-7651.805056,-7651.153020
-7936.220733,-7933.469949,-7933.469949
-7764.052468,-7763.985696,-7763.985696
-7797.012784,-7796.851649,-7796.008639
-7688.878117,-7688.219716,-7688.219196
-7679.741770,-7679.225807,-7678.085623
-7792.906898,-7792.601579,-7792.601579
-7730.097027,-7725.819553,-7725.023169
-7690.588692,-7690.522652,-7690.505306
-7508.221619,-7508.221619,-7508.221619
-7689.160890,-7687.678628,-7687.274542
-7854.099856,-7852.153962,-7852.145272
-7883.807848,-7882.669641,-7882.669641
-7710.432609,-7710.432609,-7710.432609
-7691.969992,-7691.969992,-7691.969992
-7579.530679,-7579.530679,-7579.530679
-7509.174166,-7509.174166,-7509.174166
-7800.473624,-7799.723034,-7799.723034
-7676.773206,-7676.773206,-7676.773206
-7908.730373,-7904.499533,-7904.490411
-7814.911340,-7812.420547,-7812.416589
