p0,p1,p2a,p2b,w0_b,w1_b,w2a_b,w2b_b,w0_f,w1_f,w2a_f,w2b_f
0.479970,0.468860,0.025890,0.025290,0.000120,1.000000,0.000120,1.000000,0.000120,1.000000,1.000000,1.000000
0.477470,0.470590,0.026160,0.025780,0.000040,1.000000,0.000040,1.000000,0.000040,1.000000,1.000000,1.000000
0.488050,0.468510,0.022170,0.021280,0.000040,1.000000,0.000040,1.000000,0.000040,1.000000,1.000000,1.000000
0.476470,0.480340,0.021510,0.021680,0.000110,1.000000,0.000110,1.000000,0.000110,1.000000,1.128400,1.128400
0.468600,0.474310,0.028370,0.028720,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.010250,1.010250
0.479220,0.464860,0.028380,0.027530,0.000170,1.000000,0.000170,1.000000,0.000170,1.000000,1.000000,1.000000
0.481620,0.462610,0.028450,0.027330,0.000860,1.000000,0.000860,1.000000,0.000860,1.000000,1.073560,1.073560
0.470060,0.483000,0.023150,0.023790,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.329740,1.329740
0.472710,0.483250,0.021770,0.022260,0.001070,1.000000,0.001070,1.000000,0.001070,1.000000,1.021120,1.021120
0.477840,0.491330,0.015200,0.015630,0.000800,1.000000,0.000800,1.000000,0.000800,1.000000,1.000000,1.000000
0.483210,0.467070,0.025280,0.024440,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.476910,0.469990,0.026740,0.026350,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.009820,1.009820
0.479570,0.478490,0.021000,0.020950,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.474170,0.469370,0.028370,0.028090,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.037910,1.037910
0.478930,0.476840,0.022170,0.022070,0.000920,1.000000,0.000920,1.000000,0.000920,1.000000,1.053840,1.053840
0.473070,0.471430,0.027790,0.027700,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.465580,0.486230,0.023570,0.024620,0.001020,1.000000,0.001020,1.000000,0.001020,1.000000,1.000000,1.000000
0.481700,0.469060,0.024950,0.024290,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.097250,1.097250
0.473380,0.477910,0.024240,0.024470,0.000270,1.000000,0.000270,1.000000,0.000270,1.000000,1.012220,1.012220
0.473130,0.478520,0.024030,0.024310,0.000270,1.000000,0.000270,1.000000,0.000270,1.000000,1.000000,1.000000
0.477880,0.482480,0.019720,0.019910,0.000860,1.000000,0.000860,1.000000,0.000860,1.000000,1.000000,1.000000
0.471230,0.482640,0.022790,0.023340,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.467090,0.490230,0.020820,0.021850,0.000010,1.000000,0.000010,1.000000,0.000010,1.000000,1.028930,1.028930
0.484640,0.466350,0.024970,0.024030,0.000180,1.000000,0.000180,1.000000,0.000180,1.000000,1.000000,1.000000
0.490330,0.467500,0.021590,0.020580,0.000250,1.000000,0.000250,1.000000,0.000250,1.000000,1.040260,1.040260
0.482700,0.482300,0.017510,0.017490,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.019620,1.019620
0.467830,0.479540,0.025990,0.026640,0.000020,1.000000,0.000020,1.000000,0.000020,1.000000,1.001300,1.001300
0.464190,0.486880,0.023880,0.025050,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.478810,0.459610,0.031420,0.030160,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.005830,1.005830
0.469290,0.479190,0.025490,0.026030,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.272970,1.272970
0.485460,0.460650,0.027650,0.026240,0.000010,1.000000,0.000010,1.000000,0.000010,1.000000,1.158890,1.158890
0.475680,0.473380,0.025530,0.025400,0.000360,1.000000,0.000360,1.000000,0.000360,1.000000,1.239580,1.239580
0.479390,0.465730,0.027840,0.027040,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.092430,1.092430
0.475450,0.465450,0.029860,0.029240,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.008580,1.008580
0.478190,0.464300,0.029180,0.028330,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.064130,1.064130
0.474710,0.472340,0.026540,0.026410,0.000390,1.000000,0.000390,1.000000,0.000390,1.000000,1.000000,1.000000
0.486220,0.459870,0.027710,0.026210,0.000180,1.000000,0.000180,1.000000,0.000180,1.000000,1.000000,1.000000
0.476750,0.461770,0.031230,0.030250,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.138990,1.138990
0.482060,0.481050,0.018470,0.018430,0.000430,1.000000,0.000430,1.000000,0.000430,1.000000,1.000000,1.000000
0.484700,0.477090,0.019260,0.018950,0.000270,1.000000,0.000270,1.000000,0.000270,1.000000,1.099610,1.099610
0.471510,0.473890,0.027230,0.027370,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.081340,1.081340
0.477070,0.475000,0.024010,0.023910,0.000260,1.000000,0.000260,1.000000,0.000260,1.000000,1.000000,1.000000
0.462700,0.484940,0.025570,0.026800,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.472230,0.487470,0.019830,0.020470,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.469920,0.484960,0.022210,0.022920,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.175970,1.175970
0.474890,0.470850,0.027250,0.027020,0.000090,1.000000,0.000090,1.000000,0.000090,1.000000,1.000000,1.000000
0.473030,0.474940,0.025960,0.026060,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.471730,0.479100,0.024400,0.024780,0.000040,1.000000,0.000040,1.000000,0.000040,1.000000,1.000000,1.000000
0.468860,0.490710,0.019750,0.020670,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.479200,0.465150,0.028240,0.027410,0.000480,1.000000,0.000480,1.000000,0.000480,1.000000,1.254080,1.254080
0.480400,0.479990,0.019810,0.019800,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.481640,0.467460,0.025830,0.025070,0.000800,1.000000,0.000800,1.000000,0.000800,1.000000,1.000000,1.000000
0.472200,0.475080,0.026280,0.026440,0.000020,1.000000,0.000020,1.000000,0.000020,1.000000,1.000000,1.000000
0.466730,0.481950,0.025250,0.026070,0.000340,1.000000,0.000340,1.000000,0.000340,1.000000,1.000000,1.000000
0.486580,0.461430,0.026680,0.025310,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.477990,0.459250,0.032000,0.030750,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.138530,1.138530
0.476280,0.464470,0.030000,0.029250,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.029950,1.029950
0.490740,0.479520,0.015040,0.014700,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.051890,1.051890
0.479920,0.483660,0.018140,0.018280,0.000390,1.000000,0.000390,1.000000,0.000390,1.000000,1.223520,1.223520
0.487300,0.459030,0.027630,0.026030,0.000030,1.000000,0.000030,1.000000,0.000030,1.000000,1.000000,1.000000
0.472450,0.480000,0.023590,0.023970,0.000580,1.000000,0.000580,1.000000,0.000580,1.000000,1.023620,1.023620
0.476830,0.477380,0.022880,0.022910,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.011510,1.011510
0.470880,0.479030,0.024830,0.025260,0.000430,1.000000,0.000430,1.000000,0.000430,1.000000,1.003330,1.003330
0.481280,0.465450,0.027080,0.026190,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.478850,0.472610,0.024430,0.024110,0.000080,1.000000,0.000080,1.000000,0.000080,1.000000,1.000000,1.000000
0.481950,0.475130,0.021610,0.021310,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.472790,0.466760,0.030420,0.030030,0.000220,1.000000,0.000220,1.000000,0.000220,1.000000,1.000000,1.000000
0.463840,0.487530,0.023710,0.024920,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.216620,1.216620
0.486510,0.481600,0.016030,0.015870,0.000110,1.000000,0.000110,1.000000,0.000110,1.000000,1.000000,1.000000
0.484090,0.467900,0.024420,0.023600,0.000980,1.000000,0.000980,1.000000,0.000980,1.000000,1.127890,1.127890
0.473880,0.486040,0.019780,0.020290,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.477600,0.470610,0.026090,0.025710,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.476680,0.481120,0.021000,0.021200,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.327350,1.327350
0.478830,0.466830,0.027520,0.026830,0.000140,1.000000,0.000140,1.000000,0.000140,1.000000,1.000000,1.000000
