null1,null2,bsA
-76679.161641,-76679.021351,-76679.021351
-76922.688943,-76922.688943,-76922.688943
-77037.247289,-77037.247289,-77037.247290
-76177.884366,-76177.863945,-76177.863945
-77650.454320,-77649.521386,-77649.521386
-77347.489059,-77347.489059,-77347.489059
-77046.996754,-77046.996754,-77046.996754
-77142.771062,-77142.771063,-77142.771062
-77698.077195,-77697.942184,-77697.942184
-77514.578228,-77514.578228,-77514.578229
-76495.923831,-76495.896563,-76495.896563
-76924.144626,-76924.144626,-76924.144627
-77083.374114,-77083.366965,-77083.366965
-77164.818947,-77164.818947,-77164.818947
-76314.076651,-76313.742253,-76313.742253
-77641.732485,-77641.732485,-77641.732485
-77176.039977,-77176.039978,-77176.039977
-77447.731800,-77447.537776,-77447.537776
-77158.012865,-77158.012865,-77158.012865
-77378.985691,-77376.909459,-77376.909459
-76692.198494,-76691.770394,-76691.770394
-77514.253513,-77513.758661,-77513.758661
-77745.042821,-77745.042821,-77745.042821
-76515.204237,-76515.089581,-76515.089237
-76760.411918,-76760.411918,-76760.411918
-77138.291725,-77138.291725,-77138.291725
-76337.491376,-76337.491376,-76337.491376
-77774.190849,-77774.164302,-77774.164302
-76877.955412,-76877.913515,-76877.913515
-77329.313119,-77329.313119,-77329.313119
-76202.648254,-76202.597858,-76202.597858
-77873.993529,-77873.993529,-77873.993529
-76505.880619,-76505.077211,-76505.077211
-77210.578281,-77209.868634,-77209.868634
-77279.195063,-77279.195063,-77279.195063
-76516.397347,-76515.528641,-76515.528641
-76861.811064,-76861.455903,-76861.455903
-76812.110452,-76812.110452,-76812.110452
-77067.511224,-77065.591370,-77065.591370
-76945.355165,-76945.321484,-76945.321484
-76927.696743,-76927.696743,-76927.696743
-77001.353163,-77001.346437,-77001.346437
-77714.777327,-77713.273710,-77710.035495
-77165.535113,-77163.982987,-77160.060192
-77131.544198,-77131.085251,-77131.085251
-77395.011033,-77395.011033,-77395.011034
-76991.594672,-76991.594672,-76991.594672
-77000.781361,-77000.223326,-77000.223326
-76676.492861,-76676.492861,-76676.492861
-76333.818140,-76333.743119,-76333.743119
-77402.000774,-77401.579859,-77401.579859
-77228.024301,-77228.024301,-77228.024301
-77547.926202,-77547.376492,-77547.376492
-76307.531997,-76307.486719,-76307.486719
-76660.120800,-76659.298742,-76659.298742
-77006.029434,-77006.029434,-77006.029434
-76463.454085,-76462.114559,-76462.114559
-75807.062235,-75807.059856,-75807.059856
-77195.026772,-77194.171636,-77194.171636
-76791.472929,-76789.864009,-76789.864009
-77085.701366,-77085.319934,-77083.053636
-77409.058145,-77407.754555,-77407.754555
-77237.390733,-77237.390733,-77237.390733
-76974.608122,-76974.608122,-76974.608122
-77596.451351,-77596.404431,-77594.515028
-76323.155866,-76323.155866,-76323.155866
-77030.859478,-77030.633225,-77030.633225
-77564.700559,-77564.700559,-77564.700559
-76820.789766,-76820.609105,-76820.609105
-76534.244139,-76534.244139,-76534.244139
-77742.804344,-77742.804344,-77742.804344
-77398.788357,-77398.788357,-77398.788357
-76528.506069,-76528.506069,-76528.506069
-76594.315905,-76591.043426,-76591.043426
-76502.241281,-76501.996408,-76501.996408
-77613.179017,-77613.179018,-77613.179018
-76690.911498,-76690.911499,-76690.911498
-76830.037952,-76830.036245,-76830.036245
-76789.060031,-76788.714507,-76788.714507
-77579.440630,-77577.991383,-77577.991383
-77121.867393,-77121.706664,-77121.706664
-77131.312162,-77130.319757,-77130.319757
-76942.480168,-76942.330215,-76940.545783
-76168.546403,-76168.546403,-76168.546403
-77086.669230,-77086.659547,-77086.659547
-77074.082178,-77074.082178,-77074.082179
-76673.198011,-76673.198012,-76673.198012
-77108.025097,-77108.025097,-77108.025097
-77243.994330,-77243.994330,-77243.994330
-77050.854838,-77050.401111,-77050.401111
-77274.919641,-77274.919641,-77274.919641
-77533.903174,-77533.903174,-77533.903174
-76458.407890,-76458.407890,-76458.407890
-77952.833702,-77952.650770,-77951.466858
-76493.530132,-76493.529912,-76493.529912
-76892.041325,-76892.041325,-76892.041325
-77154.600495,-77150.776268,-77150.776268
-76299.591586,-76299.591586,-76299.591586
-77071.887938,-77070.966381,-77070.966381
-77147.155477,-77147.155477,-77147.155477
-76559.686193,-76559.653259,-76559.653259
-76710.271289,-76709.882873,-76709.882873
-77658.422224,-77657.681540,-77657.681540
-77836.064550,-77836.064550,-77836.064550
-76370.764945,-76370.764945,-76370.764945
-76457.229844,-76457.229844,-76457.229844
-77229.350037,-77227.371586,-77227.371586
-77146.783006,-77146.683116,-77146.683116
-76305.908275,-76305.908275,-76305.908275
-77526.689739,-77526.689739,-77526.689739
-77030.542803,-77030.542803,-77030.542803
-77266.667158,-77266.667158,-77266.667159
-77175.715131,-77175.707634,-77173.923362
-76805.455075,-76805.455075,-76805.455075
-76657.435698,-76657.435698,-76657.435698
-76894.871898,-76894.773953,-76894.773953
-76881.421589,-76881.067329,-76881.067329
-77072.605904,-77072.484546,-77072.484546
-77868.275137,-77868.275137,-77868.275137
-76901.350364,-76901.350364,-76901.350364
-76576.039622,-76574.291811,-76574.291811
-77737.766241,-77737.696331,-77737.696331
-77307.192285,-77307.049576,-77307.049576
-77160.154446,-77160.125063,-77159.969379
-77284.183982,-77283.977617,-77283.977617
-76415.956064,-76415.956064,-76415.956064
-77090.354655,-77090.354656,-77090.354655
-76655.048358,-76655.048358,-76655.048358
-77643.788605,-77641.878093,-77641.878093
-77108.028117,-77107.987770,-77107.987770
-77424.007253,-77422.900405,-77422.900405
-76613.040310,-76612.268678,-76612.268678
-76368.258265,-76366.684933,-76366.684933
-77222.273990,-77222.213836,-77222.213836
-77210.584345,-77210.584345,-77210.584345
-76498.167668,-76498.167668,-76498.167668
-76612.218605,-76612.092256,-76610.914954
-77335.171020,-77335.171020,-77335.171020
-76829.515033,-76829.081833,-76829.081833
-77244.149230,-77244.063982,-77244.063982
-77208.800817,-77208.800817,-77208.800817
-77550.878766,-77550.878766,-77550.878767
-77206.572326,-77206.393677,-77206.341933
-77234.383709,-77234.383709,-77234.383709
-77188.332316,-77186.978845,-77184.704232
-76864.329931,-76864.329931,-76864.329931
-76411.265976,-76411.166429,-76411.166429
-75892.644899,-75892.644899,-75892.644899
-76307.663956,-76307.450271,-76307.450271
-77011.421079,-77011.304960,-77011.304960
-77100.507150,-77100.507150,-77100.507150
-77445.919165,-77445.546155,-77445.546155
-77035.949987,-77035.949987,-77035.949987
-76696.324675,-76696.324338,-76696.324338
-77162.163426,-77161.638513,-77161.638513
-77056.321990,-77056.298057,-77056.298057
-77574.208314,-77570.267469,-77569.075642
-76763.350523,-76763.350523,-76763.350523
-77246.762059,-77246.762059,-77246.762059
-78070.332203,-78068.684107,-78068.684107
-76804.346777,-76804.346777,-76804.346777
-76964.560523,-76964.550091,-76964.550091
-77239.629466,-77239.629258,-77239.629258
-77161.317650,-77161.297350,-77161.297350
-76731.083007,-76731.082999,-76731.082999
-76852.698679,-76852.698679,-76852.698679
-76447.699949,-76447.397375,-76447.397375
-77179.731864,-77179.554463,-77179.554463
-77236.490588,-77235.737008,-77235.408318
-77182.195122,-77182.195122,-77182.195122
-77373.253470,-77373.253470,-77373.253470
-77033.024829,-77032.077364,-77031.849699
-76947.762679,-76947.762679,-76947.762679
-76460.221264,-76460.152820,-76460.152820
-77133.961854,-77133.545782,-77133.545782
-76346.327697,-76346.325060,-76346.325060
-76273.425197,-76273.425197,-76273.425197
-76478.398108,-76478.398108,-76478.398108
-77388.582269,-77388.540627,-77388.471555
-77178.569693,-77178.568536,-77178.568536
-77061.372761,-77061.372761,-77061.372761
-77317.074153,-77316.968849,-77316.968849
-76983.018789,-76982.042722,-76980.791104
-77586.575453,-77586.334047,-77585.427241
-77740.401452,-77740.291656,-77740.225816
-77662.042462,-77659.312444,-77659.312444
-76940.246392,-76940.246393,-76940.246393
-77119.329833,-77119.302622,-77119.302622
-77182.609882,-77182.557967,-77182.557967
-77067.374891,-77067.077638,-77064.057129
-77342.969998,-77342.969998,-77342.969998
-77604.785707,-77604.764170,-77604.764170
-76869.914973,-76869.914973,-76869.914974
-77261.018260,-77260.177365,-77259.544374
-76894.601105,-76894.586901,-76894.173706
-77438.716466,-77437.846715,-77437.846715
-77036.070820,-77034.275895,-77034.217171
-76561.055233,-76561.040318,-76561.040318
-76544.394808,-76544.394808,-76544.394808
-76648.266201,-76647.797641,-76647.797641
-77886.041001,-77885.797136,-77885.683088
-77083.702782,-77083.702782,-77083.702782
-76326.355483,-76326.355483,-76326.355483
-76955.498716,-76954.959906,-76954.959906
-76544.536166,-76544.534237,-76543.510428
-76828.286068,-76828.286068,-76828.286068
-77016.680615,-77016.680615,-77016.680615
-76760.217728,-76759.968433,-76755.291568
-76901.434610,-76899.785042,-76899.785042
-77355.855741,-77355.855741,-77355.855741
-77224.594020,-77224.594020,-77224.594020
-77687.297755,-77687.296241,-77687.296241
-77867.737326,-77866.995977,-77866.995977
-76348.649082,-76348.649082,-76348.649082
-77658.885550,-77657.518189,-77657.518189
-76897.429551,-76897.428755,-76897.428755
-75942.939847,-75942.939847,-75942.939847
-76913.596552,-76913.596552,-76913.596552
-76475.104904,-76475.104905,-76475.104904
-76626.523595,-76625.432653,-76625.432653
-77030.250820,-77030.118364,-77030.118364
-77709.006991,-77709.006991,-77709.006991
-77374.914555,-77374.471794,-77374.471794
-77022.075230,-77022.066955,-77022.066955
-76900.679442,-76900.679442,-76900.679442
-76907.394092,-76907.394092,-76907.394092
-77141.693208,-77137.948073,-77137.948073
-77021.788045,-77021.558174,-77021.558174
-76737.544430,-76737.530908,-76737.530908
-76837.237002,-76835.534788,-76835.534788
-77044.091079,-77043.852280,-77043.852280
-76947.492512,-76947.474199,-76947.474199
-76911.299045,-76910.163131,-76910.163131
-76827.512643,-76827.512643,-76827.512643
-77861.838603,-77861.785867,-77861.785867
-76965.610675,-76965.524464,-76965.524464
-76732.506708,-76732.506708,-76732.506708
-77705.571176,-77705.571096,-77705.571096
-77215.166812,-77213.410790,-77211.960861
-76665.131743,-76664.823030,-76664.823030
-77009.714863,-77009.075508,-77009.075508
-77014.562150,-77014.562150,-77014.562150
-77470.114610,-77469.070896,-77469.070896
-77209.736100,-77209.736100,-77209.736100
-75970.362974,-75970.247364,-75970.247364
-76410.859297,-76410.859298,-76410.859297
-77536.447994,-77536.178171,-77536.178171
-76880.525599,-76880.525599,-76880.525599
-77159.894550,-77159.894550,-77159.894550
-77608.219764,-77608.219764,-77608.219764
-76599.226551,-76599.226551,-76599.226551
-76740.423263,-76739.810925,-76739.810925
-77097.985638,-77097.985638,-77097.985638
-77080.101262,-77079.503097,-77078.221432
-76607.469444,-76607.433755,-76607.433755
