p0,p1,p2a,p2b,w0_b,w1_b,w2a_b,w2b_b,w0_f,w1_f,w2a_f,w2b_f
0.692520,0.287860,0.013860,0.005760,0.217170,1.000000,0.217170,1.000000,0.217170,1.000000,1.000000,1.000000
0.718060,0.281940,0.000000,0.000000,0.231090,1.000000,0.231090,1.000000,0.231090,1.000000,1.000000,1.000000
0.673300,0.326700,0.000000,0.000000,0.208100,1.000000,0.208100,1.000000,0.208100,1.000000,1.000000,1.000000
0.653250,0.317300,0.019820,0.009630,0.210450,1.000000,0.210450,1.000000,0.210450,1.000000,1.000000,1.000000
0.663440,0.326800,0.006530,0.003220,0.217120,1.000000,0.217120,1.000000,0.217120,1.000000,1.000000,1.000000
0.663860,0.308520,0.018860,0.008760,0.207580,1.000000,0.207580,1.000000,0.207580,1.000000,1.000000,1.000000
0.654610,0.297560,0.032880,0.014950,0.221340,1.000000,0.221340,1.000000,0.221340,1.000000,1.000000,1.000000
0.689860,0.310140,0.000000,0.000000,0.222250,1.000000,0.222250,1.000000,0.222250,1.000000,1.000000,1.000000
0.671420,0.328580,0.000000,0.000000,0.206450,1.000000,0.206450,1.000000,0.206450,1.000000,1.000000,1.000000
0.706250,0.293750,0.000000,0.000000,0.208980,1.000000,0.208980,1.000000,0.208980,1.000000,1.000000,1.000000
0.644950,0.282950,0.050120,0.021990,0.208220,1.000000,0.208220,1.000000,0.208220,1.000000,1.000000,1.000000
0.654410,0.327820,0.011830,0.005930,0.206500,1.000000,0.206500,1.000000,0.206500,1.000000,1.000000,1.000000
0.685140,0.314860,0.000000,0.000000,0.207280,1.000000,0.207280,1.000000,0.207280,1.000000,1.000000,1.000000
0.688080,0.302930,0.006240,0.002750,0.212920,1.000000,0.212920,1.000000,0.212920,1.000000,1.000000,1.000000
0.691780,0.308220,0.000000,0.000000,0.223970,1.000000,0.223970,1.000000,0.223970,1.000000,1.000000,1.000000
0.679690,0.320310,0.000000,0.000000,0.215640,1.000000,0.215640,1.000000,0.215640,1.000000,1.000000,1.000000
0.696130,0.303870,0.000000,0.000000,0.224600,1.000000,0.224600,1.000000,0.224600,1.000000,1.000000,1.000000
