p0,p1,p2a,p2b,w0_b,w1_b,w2a_b,w2b_b,w0_f,w1_f,w2a_f,w2b_f
0.727870,0.233930,0.028910,0.009290,0.301890,1.000000,0.301890,1.000000,0.301890,1.000000,1.000000,1.000000
0.753320,0.246680,0.000000,0.000000,0.310340,1.000000,0.310340,1.000000,0.310340,1.000000,1.000020,1.000020
0.759990,0.236040,0.003030,0.000940,0.297620,1.000000,0.297620,1.000000,0.297620,1.000000,4.851490,4.851490
0.748490,0.251510,0.000000,0.000000,0.299400,1.000000,0.299400,1.000000,0.299400,1.000000,1.000000,1.000000
0.753860,0.246140,0.000000,0.000000,0.321090,1.000000,0.321090,1.000000,0.321090,1.000000,1.000000,1.000000
0.739200,0.260800,0.000000,0.000000,0.292560,1.000000,0.292560,1.000000,0.292560,1.000000,1.000000,1.000000
0.708020,0.229600,0.047100,0.015280,0.302750,1.000000,0.302750,1.000000,0.302750,1.000000,1.451980,1.451980
0.743300,0.238700,0.013620,0.004370,0.302180,1.000000,0.302180,1.000000,0.302180,1.000000,1.000000,1.000000
0.758570,0.241430,0.000000,0.000000,0.310480,1.000000,0.310480,1.000000,0.310480,1.000000,1.000000,1.000000
0.765500,0.231090,0.002620,0.000790,0.295330,1.000000,0.295330,1.000000,0.295330,1.000000,2.411410,2.411410
0.750790,0.244030,0.003900,0.001270,0.291800,1.000000,0.291800,1.000000,0.291800,1.000000,3.443720,3.443720
0.716730,0.252580,0.022700,0.008000,0.295340,1.000000,0.295340,1.000000,0.295340,1.000000,1.000000,1.000000
0.729460,0.257000,0.010010,0.003530,0.281060,1.000000,0.281060,1.000000,0.281060,1.000000,1.000000,1.000000
0.774330,0.225670,0.000000,0.000000,0.294820,1.000000,0.294820,1.000000,0.294820,1.000000,1.000000,1.000000
0.737630,0.262370,0.000000,0.000000,0.295010,1.000000,0.295010,1.000000,0.295010,1.000000,1.000000,1.000000
0.743730,0.256270,0.000000,0.000000,0.306260,1.000000,0.306260,1.000000,0.306260,1.000000,1.000000,1.000000
0.722440,0.277560,0.000000,0.000000,0.304910,1.000000,0.304910,1.000000,0.304910,1.000000,1.000000,1.000000
0.741020,0.258980,0.000000,0.000000,0.307740,1.000000,0.307740,1.000000,0.307740,1.000000,1.000000,1.000000
