null,c0
-87539.663225,-87539.243474
-86969.895849,-86969.896138
-87120.532263,-87120.535597
-87022.624488,-87022.766477
-87662.515546,-87662.508010
-86792.812366,-86792.813284
-86343.276221,-86343.276221
-85860.097516,-85860.095889
-86784.753886,-86784.759287
-86267.373073,-86267.373073
-87115.878827,-87115.878828
-87078.569753,-87078.569754
-86861.070243,-86861.035276
-86450.717075,-86450.719440
-86620.523320,-86620.738635
-86775.293150,-86775.470448
-87069.527845,-87069.527820
-86733.474533,-86733.475231
-85843.598100,-85843.598100
-87517.955227,-87517.955994
-86733.897604,-86733.897604
-86583.444967,-86583.210547
-87123.434743,-87123.445401
-87031.923728,-87031.851621
-86434.463578,-86433.800717
-86887.012281,-86887.012328
-86288.576758,-86288.052003
-87389.126851,-87389.127409
-87344.841896,-87344.843331
-86448.794240,-86448.772179
-87392.200103,-87392.200103
-86865.973075,-86865.982028
-87250.012424,-87250.012424
-85600.611938,-85600.613760
-87381.896966,-87381.697793
-85700.096698,-85700.096985
-85755.005818,-85755.006225
-85988.105741,-85988.085939
-87326.333028,-87326.333783
-87486.179747,-87486.179748
-87289.398743,-87289.398807
-86552.744364,-86552.456450
-85496.173398,-85496.173399
-86810.264293,-86810.268503
-87824.370489,-87824.132662
-87839.561901,-87839.561901
-87389.231833,-87389.231832
-87108.158720,-87108.158721
-86287.279321,-86287.279896
-87170.558471,-87170.558471
-87382.829487,-87382.834782
-87653.044787,-87653.044787
-86606.802661,-86606.804276
-86786.502302,-86786.502868
-86219.606059,-86219.606059
-87045.336323,-87045.114972
-87568.313837,-87568.313841
-85809.558555,-85809.615929
-87114.166653,-87114.166653
-87158.043053,-87157.754020
-87516.333975,-87516.188625
-86859.564544,-86859.586267
-86211.066587,-86210.909759
-87232.047687,-87232.025411
-85887.792987,-85887.876188
-86205.704815,-86205.706036
-87078.021584,-87078.057696
-87006.769468,-87006.770048
-86503.674046,-86503.611559
-86716.525705,-86715.790947
-87362.523434,-87362.523480
-87562.624272,-87562.624709
-88020.533980,-88020.761814
-86232.139441,-86232.140170
-87488.565332,-87488.096927
-86861.070111,-86861.069383
-86179.894417,-86178.152442
-86659.733299,-86659.749688
-86398.737740,-86398.738355
-86390.438173,-86390.439541
-86278.657818,-86278.202224
-88350.978977,-88350.979854
-87516.553463,-87516.553490
-86238.255953,-86238.256544
-87180.381425,-87180.382135
-87074.020348,-87073.961282
-87032.152106,-87032.151657
-86910.244780,-86910.247695
-86740.242751,-86740.220437
-86843.320428,-86843.019653
-86553.531604,-86552.804919
-87224.880822,-87224.881941
-86297.470044,-86297.470044
-86622.037280,-86621.814199
-86691.951676,-86691.952273
-86934.686166,-86934.396902
-87327.159435,-87327.159436
-87936.567810,-87936.677981
-87015.187878,-87014.782616
-85997.020519,-85997.021941
-87110.920840,-87110.920906
-86674.240127,-86674.245256
-86667.305750,-86667.325386
-86676.637683,-86676.786273
-85466.696403,-85465.798502
-86863.345396,-86863.345403
-86959.800419,-86959.457358
-87040.699324,-87040.716647
-87053.861159,-87053.646109
-88016.584222,-88016.469554
-85934.457344,-85934.458509
-86960.191717,-86960.191719
-86621.230304,-86619.284008
-87063.965510,-87063.917863
-86274.995428,-86274.867359
-86384.017942,-86384.017942
-86185.882806,-86185.883027
-85830.475322,-85830.475322
-86706.774156,-86706.611510
-86495.178226,-86495.178226
-87711.670053,-87711.674366
-86821.872416,-86821.942114
-85845.789659,-85845.789628
-86836.653618,-86836.653736
-86742.898780,-86742.873417
-85625.436416,-85625.438250
-86947.235388,-86947.142868
-87547.659062,-87547.586238
-86323.565827,-86323.379739
-86478.441372,-86478.444203
-86474.279726,-86474.279678
-85952.249254,-85952.249255
-87037.016351,-87036.173229
-86842.533392,-86842.535514
-86665.126771,-86665.127849
-86610.931155,-86610.840002
-86238.637352,-86238.637352
-87427.530864,-87427.316133
-87132.823458,-87132.816174
-87474.166691,-87473.019950
-86675.097282,-86675.097459
-86960.462133,-86959.927391
-86514.527814,-86514.529853
-86434.286088,-86434.287168
-86947.022356,-86947.022722
-86937.173761,-86937.182770
-87036.672621,-87036.672621
-86661.418390,-86661.418435
-87201.267355,-87201.266212
-87787.751948,-87787.751951
-86456.332633,-86456.333146
-86613.776077,-86613.485399
-86927.521203,-86927.470764
-85821.015595,-85821.015595
-86807.230676,-86807.232025
-87241.251486,-87241.052801
-86406.974818,-86406.977422
-86471.540892,-86471.174648
-87181.638100,-87181.586931
-87551.927597,-87551.929794
-86015.113687,-86015.113907
-86447.229722,-86447.229774
-86994.536561,-86994.306390
-86375.493859,-86375.750182
-87140.872006,-87140.800779
-86900.224956,-86900.465896
-86472.712937,-86472.527656
-87434.639676,-87434.631311
-88258.123933,-88257.826938
-87213.218463,-87213.218519
-86258.451785,-86258.451785
-87393.438104,-87393.438104
-87269.541159,-87269.541316
-86483.551687,-86483.467478
-86671.644963,-86671.643538
-87301.821641,-87301.709201
-86092.375602,-86092.000691
-87653.487803,-87653.487803
-87595.625378,-87595.291879
-86017.327245,-86017.410286
-85994.273714,-85994.297226
-86444.808644,-86444.700823
-86634.508499,-86634.463139
-86474.802738,-86474.839205
-88253.047244,-88252.910170
-87002.634235,-87002.557112
-86828.220659,-86827.934205
-86884.482160,-86884.096275
-86484.444754,-86484.656325
-87753.280318,-87753.287270
-87025.580435,-87025.580435
-87115.131372,-87115.363823
-87083.759444,-87083.757077
-86417.916660,-86417.875244
-86162.940024,-86162.941557
-86559.252820,-86559.253062
-87264.862037,-87264.774441
-86394.288846,-86394.289285
-86989.027890,-86989.028130
-87700.185411,-87700.180231
-86703.929360,-86704.354012
-86664.379474,-86664.515308
-86873.586405,-86873.586731
-86802.394992,-86801.582125
-86489.128407,-86489.128425
-87508.264824,-87508.210947
-86786.415141,-86786.415226
-87564.434634,-87564.428273
-86020.687087,-86020.556504
-87269.206567,-87269.206567
-86690.871784,-86690.605676
-86705.996996,-86706.000552
-86708.872582,-86708.871366
-86430.500375,-86430.501177
-87714.766001,-87714.766302
-86907.545648,-86906.484192
-85868.594810,-85868.594558
-86322.014899,-86322.015624
-86917.023972,-86917.023972
-87768.244892,-87768.231822
-87739.489334,-87739.489334
-86410.396856,-86410.362472
-87093.378193,-87093.319282
-86308.365463,-86308.365463
-86860.138084,-86860.139448
-86888.649551,-86888.649714
-87007.895300,-87007.895524
-86498.442322,-86498.442322
-87317.306427,-87317.308588
-86992.146896,-86992.054426
-86578.357507,-86578.360016
-86286.038869,-86286.038873
-86698.335058,-86698.335105
-87299.482617,-87299.277171
-86574.062239,-86574.055482
-86657.098485,-86657.178100
-86064.713806,-86064.688658
-86914.969903,-86914.144558
-86118.100377,-86118.100378
-86408.735734,-86408.735734
-87374.316732,-87374.316979
-86871.284442,-86871.521641
-87297.989880,-87297.990016
-86601.510196,-86601.698499
-87335.239546,-87335.312815
-87057.007484,-87057.008660
-86433.672232,-86433.782891
-86913.566635,-86913.567106
-87954.879074,-87954.879178
-87698.879661,-87698.825569
-86304.208382,-86304.243884
-86082.324459,-86082.323968
-86538.925702,-86539.238921
-86721.275547,-86721.275708
-86954.320981,-86954.278447
-87150.260021,-87150.275234
-86234.440722,-86234.398952
-86594.152080,-86594.152092
-87296.291965,-87295.743758
-87852.145309,-87852.122859
-86885.181609,-86885.183676
-87021.339265,-87021.353164
-86665.830973,-86665.512449
-87037.926747,-87037.926873
-87414.640756,-87414.487519
-86632.191097,-86632.144430
-86354.044994,-86354.051145
-86643.372107,-86643.372108
-86381.233009,-86381.137545
-87893.968859,-87893.969204
-86961.192802,-86961.194670
-86883.621911,-86883.498764
-86700.287139,-86700.287139
-86479.382580,-86479.383166
-87371.530260,-87371.530217
-86689.657867,-86689.346465
-87323.868167,-87323.866426
-86556.551213,-86556.468239
-86418.253930,-86418.254738
-85971.170051,-85971.170051
-87810.819061,-87810.819144
-87493.314166,-87493.314192
-87733.664405,-87733.516204
-87196.195126,-87195.870220
-88417.802439,-88417.801056
-87739.937519,-87739.937519
-87493.060197,-87493.061109
-86325.365785,-86325.366066
-86612.139670,-86611.988515
-86369.382791,-86369.382851
-86902.062617,-86902.063592
-86625.436036,-86625.436816
-87932.208865,-87932.132476
-86272.914697,-86272.914698
-86718.744249,-86718.744698
-87069.267566,-87068.160419
-87264.278107,-87264.176125
-86466.517161,-86466.444050
-86241.548935,-86241.467919
-86617.821337,-86617.940553
-86294.422795,-86294.422796
-87515.859747,-87515.859929
-86571.378984,-86571.378984
-85820.675724,-85820.675724
-86854.445790,-86854.445790
-87253.083333,-87253.084337
-86248.044433,-86248.044472
-87121.051453,-87121.051454
-86775.986223,-86775.714596
-87183.464731,-87183.464731
-87155.547582,-87155.547583
-86639.699807,-86639.700461
-87062.331988,-87062.335265
-87465.771935,-87465.776020
-86243.263800,-86243.263801
-86983.385287,-86983.385287
-87935.366018,-87935.366017
-87345.164741,-87345.568548
-88288.225754,-88288.209467
-86376.730273,-86376.720471
-86986.370408,-86985.868291
-85738.878155,-85738.878865
-86788.133746,-86788.133746
-88148.161518,-88148.161519
-86753.379537,-86753.379538
-86264.317021,-86264.317324
-87526.640577,-87526.588354
-86153.646212,-86153.642582
-88131.845898,-88131.847657
-87598.674732,-87599.603089
-86752.897584,-86752.898248
-87249.496116,-87249.557723
-86358.673420,-86358.410694
-86282.329581,-86282.163402
-86737.722246,-86736.729443
-86231.894546,-86231.894546
-88022.151402,-88022.154665
-88022.376113,-88022.376115
-85689.510682,-85689.510682
-86748.619767,-86748.619767
-87383.973996,-87383.974537
-87441.284064,-87441.117759
-86993.877045,-86993.895995
-86402.597272,-86402.598375
-86883.675980,-86882.710895
-86644.842410,-86644.842656
-86748.917315,-86748.864938
-87236.461542,-87236.439516
-86214.664467,-86214.664469
-86696.929304,-86696.929382
-87588.158231,-87587.936472
-86366.131158,-86366.131158
-86331.158183,-86331.143367
-87040.447853,-87040.429378
-86635.133200,-86635.134220
-87448.049390,-87448.250537
-87557.600079,-87557.600264
-86788.531218,-86788.500774
-87058.106853,-87058.107674
-86219.559646,-86219.549428
-88068.916684,-88069.021345
-87810.569924,-87810.569924
-86921.079937,-86921.079937
-86449.937816,-86449.055386
-86249.383092,-86249.383483
-86450.075418,-86450.075418
-87349.449526,-87349.294314
-86682.775159,-86682.698752
-86808.278694,-86807.915281
-87176.995970,-87176.997225
-86779.149853,-86779.150279
-87018.555389,-87018.556318
-86736.451820,-86736.451820
-86596.449783,-86596.449783
-87488.151023,-87488.151653
-87060.085119,-87060.085120
-86175.803907,-86175.816688
-86747.822919,-86747.822962
-87369.780490,-87369.779932
-85962.235707,-85962.237956
-87753.445583,-87753.446174
-87111.580496,-87111.580906
-86815.533344,-86815.600394
-86531.399865,-86531.400954
-86741.308456,-86741.308456
-85028.604621,-85028.605457
-87174.977212,-87174.977212
-87424.252148,-87424.190730
-87140.432223,-87140.432223
-86029.798137,-86029.798502
-86820.258438,-86820.258659
-86310.184235,-86310.187809
-87105.446037,-87105.446431
-87431.953171,-87431.953424
-86204.189197,-86204.190724
-87381.350472,-87381.328253
-87423.638316,-87423.581353
-86588.333128,-86587.216307
-86491.632918,-86491.679732
-86840.152707,-86840.152706
-86545.493199,-86545.493328
-86915.453084,-86915.454107
-86269.442464,-86269.443481
-86709.693793,-86709.638335
-87234.479369,-87234.480487
-86620.947881,-86621.016418
-86700.650573,-86700.561602
-86621.823746,-86621.766161
-85962.228008,-85962.228008
-86962.342387,-86962.342403
-87088.139810,-87088.126816
-87417.395790,-87417.557567
-86526.706703,-86526.523918
-88113.550346,-88113.281165
-87615.295422,-87615.297001
-87024.117498,-87023.664487
-87390.301123,-87390.301199
-86738.450551,-86738.450824
-86272.513798,-86272.310847
-87022.673132,-87022.679239
-86542.627782,-86542.386821
-87147.234389,-87146.615240
-87130.734001,-87130.062006
-86602.685035,-86602.685035
-86940.636415,-86939.765828
-87121.174913,-87121.169180
-87081.111402,-87081.111403
-87318.843953,-87318.835796
-86670.031767,-86670.031767
-87744.123866,-87744.123866
-87068.887543,-87068.529074
-88152.475041,-88152.475059
-86404.797578,-86404.369620
-86106.721053,-86106.729471
-86506.412187,-86506.412440
-86786.650695,-86786.653816
-86720.119215,-86720.135742
-87472.242294,-87472.239318
-87166.465562,-87166.160722
-86445.813177,-86445.813177
-87288.072225,-87287.839221
-86454.321961,-86454.322004
-87306.654684,-87306.654852
-84924.279588,-84924.279508
-87251.587502,-87251.630915
-86643.105641,-86642.518706
-87314.771685,-87314.772042
-87139.549439,-87139.550143
-86353.329757,-86353.329775
-86462.505832,-86462.503803
-86462.508813,-86462.591031
-86901.532492,-86901.533162
-86213.078045,-86213.078043
-85788.043222,-85787.970644
-87103.356006,-87103.333656
-86820.046625,-86820.046910
-87588.865853,-87588.865953
-85227.815100,-85227.815099
-87172.018594,-87172.018893
-86684.306731,-86684.306732
-86894.451483,-86894.451830
-86073.767157,-86073.767214
-86597.880053,-86597.881347
-86895.707253,-86895.708352
-85981.721351,-85981.173895
-87633.080483,-87633.080708
-86710.200282,-86709.874540
-86972.223722,-86972.215558
-87405.336575,-87405.185340
-87135.505306,-87135.505306
-87335.675510,-87335.675900
-87019.133967,-87019.107170
-87370.356572,-87370.342540
-86205.442057,-86205.087355
-87145.760622,-87145.780337
-87711.951888,-87711.952396
-86048.973775,-86048.974273
-86868.762592,-86868.807436
-86673.998133,-86673.998830
-86292.312102,-86292.312102
-86215.601561,-86215.602509
-86410.561600,-86410.561600
-85764.525860,-85764.526131
-87021.235179,-87021.213148
-86956.213095,-86956.762325
-87075.293492,-87075.434645
-85791.072356,-85790.806410
-87499.240460,-87499.240574
-86607.566253,-86606.999097
-86510.771892,-86510.771892
-87690.522067,-87690.532501
-86339.542513,-86339.207437
-85455.393942,-85455.393942
-87311.289238,-87311.289483
-87749.856114,-87749.900012
-86906.219747,-86906.220545
-85956.564706,-85956.566067
-86891.925771,-86891.926551
-87271.726999,-87271.726538
-86865.731845,-86865.731845
-85718.099668,-85718.099668
-86443.478572,-86443.478651
-85200.421428,-85200.287903
-87296.069069,-87296.069070
-87413.043037,-87413.043506
-86429.864249,-86429.864275
-86370.293580,-86370.224431
-85815.729650,-85815.665412
-86411.799511,-86411.614598
-86575.884292,-86576.125134
-86617.373251,-86617.373300
-87679.339863,-87679.340583
-86434.744040,-86434.696765
-87005.833475,-87005.833602
-87365.699890,-87365.700242
-86441.400465,-86441.461928
-86370.548833,-86370.548813
-86499.699295,-86499.830444
-87643.535738,-87643.537802
-87154.626598,-87154.463008
-86615.339579,-86615.340218
-86329.285218,-86329.285748
-86058.900660,-86058.901331
-87031.586899,-87031.587175
-86928.387516,-86928.298940
-86762.137725,-86762.140164
-87119.193068,-87119.193277
-87500.270452,-87500.272698
-87426.985727,-87426.546632
-86013.925049,-86013.925049
-86683.958619,-86683.959085
-87953.397464,-87953.397655
-86357.726650,-86357.726970
-86596.105365,-86596.105816
-86914.217681,-86913.207751
-86370.215254,-86370.086511
-86290.907637,-86290.908175
-87016.897760,-87016.800214
-86426.013460,-86425.827119
-86904.356834,-86904.362846
-86721.246908,-86721.247063
-86907.946725,-86907.946725
-86539.709546,-86539.713091
-87210.838090,-87210.838090
-87015.232170,-87015.232476
-86550.026932,-86550.127887
-86918.586230,-86918.300396
-86837.403986,-86837.408058
-86762.333244,-86762.333412
-87489.114290,-87489.115014
-87043.043787,-87043.043919
-86727.421021,-86727.415193
-86986.203397,-86986.133248
-87247.358796,-87247.358796
-87633.895341,-87633.897429
-87432.945938,-87432.951639
-86772.718244,-86772.718488
-85989.968738,-85989.968738
-87241.876974,-87241.876730
-87171.062099,-87171.035924
-86678.643930,-86678.643929
-87559.989590,-87559.989590
-86435.194073,-86434.712505
-86142.082333,-86142.082333
-85936.642496,-85936.707631
-87591.755815,-87591.758446
-87988.717424,-87988.597122
-86661.377803,-86661.378894
-86503.791785,-86503.791785
-86714.354966,-86714.354966
-87449.229357,-87449.168784
-86939.902701,-86939.902700
-86733.195687,-86733.195714
-86873.488973,-86873.488996
-86888.509849,-86888.509849
-85850.695069,-85850.697257
-86140.439704,-86140.439704
-87083.674782,-87083.675800
-86645.865752,-86645.630035
-87402.902374,-87402.899532
-85843.780444,-85843.781551
-87165.125558,-87165.125560
-86634.544844,-86634.406614
-86350.285827,-86350.286685
-86425.543303,-86425.545617
-86472.318083,-86472.318086
-88163.626157,-88163.626186
-86928.196197,-86928.196055
-87542.707737,-87542.709008
-87550.283406,-87550.286319
-88030.832674,-88031.280280
-86811.236666,-86810.641734
-87700.180025,-87700.180072
-86819.883342,-86819.887755
-86526.506118,-86525.850853
-88254.849106,-88254.854294
-86007.416171,-86007.416565
-86599.750858,-86599.726598
-86386.391543,-86386.366259
-86877.948212,-86878.200818
-87638.478396,-87638.449455
-86197.154592,-86196.399005
-86310.115116,-86309.924941
-87457.057693,-87456.926770
-87231.621613,-87231.772805
-85990.206975,-85990.204956
-86977.199273,-86977.199339
-85899.877374,-85899.877374
-87438.284124,-87438.284205
-87358.135146,-87358.135146
-87228.815402,-87228.586681
-87558.148255,-87558.149604
-86709.850047,-86709.878353
-87244.738842,-87244.583966
-86738.133457,-86738.133647
-86378.529920,-86378.093693
-85656.250247,-85656.251296
-86926.985359,-86926.986732
-87843.380251,-87843.380250
-87268.795167,-87268.799673
-86887.548107,-86887.548426
-85741.492490,-85741.442566
-86892.743212,-86892.700618
-87558.069490,-87557.968344
-87108.705237,-87108.706073
-86324.845246,-86325.109079
-86930.089264,-86930.089323
-86835.463807,-86835.472801
-87347.884450,-87347.884450
-87114.620708,-87114.697718
-86678.459509,-86677.562378
-87809.357489,-87809.354299
-87350.586217,-87350.458175
-87308.731853,-87308.439922
-87400.765238,-87400.758433
-86882.991214,-86882.991344
-86631.214941,-86631.215662
-86902.204628,-86902.203415
-86478.123891,-86477.948791
-86549.064239,-86549.064762
-86705.331072,-86705.382082
-86867.313608,-86867.313607
-85846.794669,-85846.795679
-86550.265289,-86550.266147
-87263.811967,-87263.811967
-87126.387369,-87126.387367
-87450.761142,-87451.058383
-86398.834079,-86399.227303
-86544.824414,-86544.825048
-87732.676273,-87732.794991
-88038.165929,-88038.166191
-86708.695673,-86708.701573
-87286.260164,-87286.261080
-86133.168002,-86133.190207
-85835.066627,-85835.066676
-86349.944490,-86349.944785
-87783.731136,-87783.668562
-85979.319560,-85978.828763
-86902.160752,-86902.188078
-86981.392081,-86981.392081
-86291.665654,-86291.685798
-87008.795329,-87008.751148
-87311.573703,-87311.569021
-87044.336730,-87044.336730
-87294.952631,-87294.952631
-87150.514288,-87150.514287
-87963.492054,-87963.010825
-86556.203066,-86556.203066
-87270.218569,-87270.210646
-87291.601036,-87291.535671
-87052.578356,-87052.578361
-86578.539155,-86578.483171
-86874.003110,-86874.003110
-87176.653137,-87177.040183
-85959.744957,-85959.745203
-87530.129001,-87530.129000
-87799.542902,-87799.331785
-85910.729234,-85910.729236
-86966.753060,-86966.300764
-86688.492458,-86688.134528
-85594.743130,-85594.736687
-86305.912468,-86305.912468
-87728.389234,-87728.348246
-87294.831449,-87294.822051
-87141.666893,-87141.666893
-86771.797852,-86771.797852
-85860.564749,-85860.564864
-86543.474268,-86543.302761
-86568.176686,-86568.095748
-87014.271691,-87014.275586
-87696.568151,-87696.569675
-87049.673729,-87049.673862
-86603.570544,-86603.570694
-86728.511803,-86728.528709
-86715.506910,-86715.494689
-85876.060541,-85876.061309
-86005.542138,-86005.354037
-85828.978953,-85828.980523
-86613.505862,-86613.505917
-86351.149335,-86351.149496
-86350.801110,-86350.801118
-86860.088668,-86860.089591
-86787.507925,-86787.508193
-86896.432467,-86896.432467
-86416.442056,-86416.444603
-87635.434438,-87635.192078
-88366.885928,-88366.885928
-86982.413387,-86982.439281
-86519.222020,-86519.222263
-86707.460153,-86707.927454
-86140.814183,-86140.744363
-86112.518055,-86112.277671
-86850.420058,-86850.206548
-87758.824358,-87758.819067
-87432.669970,-87432.151595
-86585.176038,-86584.934374
-86594.922362,-86594.678811
-86524.975084,-86524.975084
-86711.831173,-86711.831227
-87478.136100,-87478.135003
-87466.729754,-87466.731646
-87128.201577,-87128.201719
-87433.430739,-87433.431225
-86506.190574,-86506.151987
-87771.453444,-87770.697862
-88333.014542,-88332.698575
-87253.262453,-87253.263129
-87296.285180,-87296.253806
-86798.112691,-86797.932798
-87930.020169,-87930.020577
-86482.612143,-86482.612143
-86235.478659,-86235.469554
-86827.806702,-86827.669226
-86642.990042,-86642.904102
-86025.945441,-86025.746311
-86410.108007,-86410.064293
-86956.654508,-86956.660626
-86183.937632,-86183.937710
-86576.614922,-86576.614923
-86843.164184,-86843.164184
-86930.754803,-86930.754886
-86910.846229,-86910.846229
-86415.491409,-86415.491409
-86357.659370,-86357.659421
-86066.243715,-86066.243715
-86572.305764,-86572.306525
-88245.125134,-88245.125670
-86992.392788,-86992.566634
-86776.281870,-86776.122417
-86048.738754,-86048.673764
-86175.541494,-86175.541493
-86237.584302,-86237.681559
-87508.870711,-87509.452068
-87685.362667,-87685.363081
-87325.045771,-87325.053458
-87977.634105,-87977.231969
-85802.241815,-85802.173644
-86887.619165,-86887.730341
-86430.252257,-86430.252286
-87005.294054,-87005.294054
-86966.699097,-86966.698884
-87234.344335,-87234.359128
-86449.905666,-86449.906234
-86717.148060,-86717.130157
-86823.747094,-86823.648856
-86980.195176,-86980.195396
-86792.788417,-86792.787724
-85906.456850,-85906.655239
-87473.617971,-87473.618695
-87018.938873,-87018.939893
-86627.383179,-86627.384253
-86993.327378,-86993.327378
-86195.190482,-86195.175955
-86557.477649,-86557.251953
-86979.139929,-86978.886194
-86571.079380,-86570.987409
-86044.867115,-86044.868286
-87453.698974,-87453.487847
-87267.329162,-87267.329288
-86922.142126,-86922.142070
-87366.820282,-87366.064723
-87008.507838,-87008.537120
-86923.379529,-86923.379529
-87082.408933,-87082.411796
-87261.524571,-87261.524571
-87060.225663,-87059.720324
-86876.969106,-86876.969263
-86959.248903,-86959.142002
-87634.889065,-87634.915228
-86663.034535,-86663.035254
-87240.334380,-87240.262287
-86972.963366,-86972.964995
-87032.145579,-87031.991098
-87217.308186,-87217.308246
-86858.603600,-86858.603600
-88171.488800,-88171.486887
-86852.545959,-86852.545959
-87017.069094,-87017.069129
-85957.932370,-85957.932140
-86761.842329,-86761.844466
-87161.100798,-87161.100798
-86658.959322,-86658.810645
-86181.699614,-86181.700316
-87204.384798,-87203.951758
-86570.414067,-86570.611356
-86991.684015,-86991.685040
-86905.604135,-86905.605476
-87061.354806,-87061.336695
-86660.509322,-86660.509322
-85734.285024,-85734.213070
-86103.995708,-86103.996736
-88429.458535,-88429.458930
-86168.861419,-86168.811630
-87341.114723,-87341.058799
-87158.761875,-87158.761876
-86409.550300,-86409.550782
-86409.775596,-86409.775596
-87370.965408,-87370.967432
-87301.150480,-87301.150480
-87237.713255,-87237.713572
-86416.312657,-86416.312657
-86579.926371,-86579.928596
-87127.095342,-87127.129297
-88022.012758,-88021.976488
-87758.037078,-87758.037655
-86939.504338,-86939.251150
-87539.426472,-87539.344768
-87801.591489,-87801.591508
-87039.729623,-87039.729623
-86435.432939,-86435.576327
-87019.187604,-87019.191441
-87107.400051,-87107.383487
-87629.566668,-87629.351787
-86409.987055,-86409.941107
-86739.800049,-86739.800119
-87916.004139,-87915.324651
-87359.627587,-87359.627693
-86514.907737,-86514.723438
-86237.493974,-86237.494423
-87223.066370,-87223.067153
-86716.985486,-86716.985486
-85581.866249,-85581.867655
-86707.134322,-86707.134322
-87366.712691,-87366.688059
-87421.191654,-87421.582559
-87189.179105,-87188.683259
-87801.078768,-87801.103350
-87118.915118,-87118.915118
-86743.856660,-86743.891370
-87143.928296,-87144.044498
-87951.857893,-87951.599390
-87449.062465,-87449.062803
-87042.376604,-87041.229680
-87716.338953,-87716.344340
-86532.532094,-86532.934674
-88003.668396,-88003.669339
-86252.006195,-86252.006201
-87035.969015,-87035.969595
-87230.933192,-87230.877174
