test,lnlh0,lnlha,lrs,pval
Bathyteuthis,-156044.326088,-156044.326088
Groenlandibelus,-155990.760988,-155974.275390
Idiosepius,-156004.882774,-156004.716288
Loliginidae,-155953.579494,-155945.481940
Oegop_Bathy,-156012.113342,-156005.062248
Oegopsida,-156033.433015,-156028.587805
Ommastrepidae,-156027.392764,-156027.304049
Sepiida,-155926.732074,-155898.285633
Sepiolida,-156021.713944,-156021.713944
Vampyroteuthis,-156007.753047,-156007.753047
