p0,p1,p2a,p2b,w0_b,w1_b,w2a_b,w2b_b,w0_f,w1_f,w2a_f,w2b_f
0.512250,0.479440,0.004290,0.004020,0.001850,1.000000,0.001850,1.000000,0.001850,1.000000,1.000000,1.000000
0.506280,0.493700,0.000010,0.000010,0.003390,1.000000,0.003390,1.000000,0.003390,1.000000,1.000000,1.000000
0.495750,0.504250,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.507400,0.492380,0.000110,0.000110,0.001660,1.000000,0.001660,1.000000,0.001660,1.000000,1.000000,1.000000
0.502590,0.497410,0.000000,0.000000,0.001750,1.000000,0.001750,1.000000,0.001750,1.000000,1.000000,1.000000
0.494330,0.490770,0.007470,0.007420,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.498870,0.474650,0.013570,0.012910,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.494950,0.505050,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.508600,0.491400,0.000000,0.000000,0.002440,1.000000,0.002440,1.000000,0.002440,1.000000,1.000000,1.000000
0.503960,0.495990,0.000020,0.000020,0.000010,1.000000,0.000010,1.000000,0.000010,1.000000,1.000000,1.000000
0.499480,0.499150,0.000690,0.000690,0.000050,1.000000,0.000050,1.000000,0.000050,1.000000,1.000000,1.000000
0.498630,0.488090,0.006710,0.006570,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.506530,0.493470,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.507080,0.467330,0.013320,0.012270,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.495350,0.497570,0.003530,0.003550,0.004100,1.000000,0.004100,1.000000,0.004100,1.000000,1.000000,1.000000
0.492570,0.493900,0.006760,0.006780,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.488670,0.499940,0.005630,0.005760,0.004050,1.000000,0.004050,1.000000,0.004050,1.000000,1.000000,1.000000
0.502970,0.497030,0.000000,0.000000,0.002310,1.000000,0.002310,1.000000,0.002310,1.000000,1.000000,1.000000
0.506280,0.493720,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.508990,0.457940,0.017400,0.015660,0.001720,1.000000,0.001720,1.000000,0.001720,1.000000,1.000000,1.000000
0.502080,0.493610,0.002170,0.002140,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.500610,0.499390,0.000000,0.000000,0.001720,1.000000,0.001720,1.000000,0.001720,1.000000,1.000000,1.000000
0.508560,0.490880,0.000280,0.000270,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.497370,0.491420,0.005640,0.005570,0.000690,1.000000,0.000690,1.000000,0.000690,1.000000,1.000000,1.000000
0.505740,0.494260,0.000000,0.000000,0.001600,1.000000,0.001600,1.000000,0.001600,1.000000,1.000000,1.000000
0.493890,0.499810,0.003130,0.003170,0.000960,1.000000,0.000960,1.000000,0.000960,1.000000,1.000000,1.000000
0.505780,0.477730,0.008480,0.008010,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.486460,0.496380,0.008490,0.008670,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.502660,0.497340,0.000000,0.000000,0.000680,1.000000,0.000680,1.000000,0.000680,1.000000,1.000000,1.000000
0.495670,0.504330,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.498950,0.491560,0.004780,0.004710,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.503670,0.479570,0.008590,0.008170,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000
0.496650,0.503350,0.000000,0.000000,0.000960,1.000000,0.000960,1.000000,0.000960,1.000000,1.000000,1.000000
0.502190,0.494050,0.001900,0.001870,0.001060,1.000000,0.001060,1.000000,0.001060,1.000000,1.000000,1.000000
0.480450,0.519550,0.000000,0.000000,0.004270,1.000000,0.004270,1.000000,0.004270,1.000000,1.000000,1.000000
