null1,null2,bsA
-7568.493628,-7562.338307,-7562.162549
-7952.553572,-7951.803674,-7951.803674
-7654.246206,-7653.649999,-7653.649999
-7369.084443,-7364.866468,-7364.866468
-7492.624195,-7488.375558,-7488.375558
-7758.777731,-7758.671658,-7758.670816
-7738.957712,-7737.236877,-7737.192480
-7505.001866,-7504.880261,-7504.425098
-7680.137108,-7680.124208,-7680.124208
-7516.826758,-7515.217068,-7515.217068
-7615.804939,-7615.694803,-7615.694803
-7332.644392,-7332.248412,-7332.248412
-7520.489988,-7519.837949,-7519.837949
-7741.274493,-7740.421645,-7740.421645
-7709.086100,-7709.076563,-7709.076563
-7782.465618,-7782.423706,-7782.423706
-7576.620878,-7575.794240,-7575.336683
-7664.487119,-7663.770720,-7662.965070
-7547.212355,-7547.059728,-7547.059728
-7642.259332,-7642.070866,-7642.070866
-7642.006598,-7641.970005,-7641.302909
-7628.475157,-7627.396166,-7627.396166
-7700.030233,-7700.018430,-7700.018430
-7858.545510,-7858.545510,-7858.545510
-7670.057988,-7670.033332,-7670.033332
-7727.436339,-7727.405933,-7727.240118
-7621.401895,-7621.007508,-7621.007508
-7662.975601,-7662.891378,-7662.768007
-7731.855893,-7731.855893,-7731.855893
-7601.435095,-7601.432371,-7601.432371
-7676.535418,-7675.223070,-7675.223070
-7960.107866,-7958.785050,-7958.785050
-7657.690605,-7656.528203,-7656.266321
-7762.841899,-7762.841899,-7762.841899
-7941.953442,-7941.931845,-7941.931845
-7728.343832,-7728.060977,-7728.060977
-7935.670842,-7934.843597,-7934.843597
-7525.452161,-7525.320322,-7523.602165
-7418.973160,-7418.186056,-7418.186056
-7599.761250,-7597.918096,-7597.918096
-7628.965911,-7628.592386,-7628.592386
-7782.103368,-7779.755192,-7779.755192
-7601.916010,-7601.596087,-7601.596087
-7677.083151,-7674.969497,-7674.969497
-7718.319117,-7718.043701,-7718.043701
-7827.513328,-7827.513328,-7827.513328
-7769.674064,-7767.497123,-7767.497123
-7634.063235,-7633.346098,-7633.346098
-7693.406983,-7693.214275,-7693.214131
-7663.220122,-7662.963138,-7662.963138
-7650.333091,-7649.840724,-7649.277783
-7730.114226,-7728.775502,-7728.775502
-7638.667587,-7637.193477,-7637.193477
-7564.045919,-7563.616504,-7563.616504
-7782.207160,-7782.207160,-7782.207160
-7680.401829,-7679.810886,-7679.810886
-7581.515112,-7580.883132,-7580.883132
-7691.007959,-7690.115125,-7690.115125
-7846.208883,-7846.023562,-7846.023562
-7667.321134,-7666.676606,-7666.703441
-7640.342501,-7640.342501,-7640.342501
-7539.166738,-7538.710452,-7538.710452
-7688.087735,-7687.057988,-7687.057988
-7648.102444,-7648.102444,-7648.102444
-7496.917702,-7496.042663,-7496.042663
-7868.630257,-7868.124544,-7868.124544
-7668.699988,-7666.288989,-7666.288989
-7759.833884,-7758.053968,-7758.053968
-7721.383214,-7720.796474,-7720.796362
-7582.985276,-7581.114368,-7581.114368
-7752.483863,-7752.202926,-7752.202926
-7700.066060,-7699.930797,-7699.930797
-7740.062168,-7738.875126,-7738.875126
-7568.985573,-7568.805265,-7568.153923
-7517.657022,-7515.136158,-7515.136158
-7541.491274,-7540.885555,-7540.885555
-7700.662849,-7699.000882,-7699.000882
-7706.798547,-7706.140648,-7705.889321
-7563.606987,-7563.574280,-7563.535723
-7628.019315,-7628.018428,-7628.018428
-7586.235749,-7584.658240,-7584.658240
-7586.474749,-7586.179467,-7586.179467
-7623.753678,-7622.702475,-7622.702475
-7578.685859,-7577.265084,-7577.265084
-7415.968355,-7415.901154,-7415.962619
-7813.026659,-7810.937261,-7810.304900
-7855.070555,-7853.834029,-7853.834029
-7818.034290,-7815.737259,-7815.737259
-7738.518086,-7736.891655,-7736.891655
-7725.779845,-7725.276985,-7725.276985
-7528.752368,-7527.711466,-7527.462258
-7601.832668,-7601.184332,-7601.184332
-7926.963820,-7925.958359,-7925.781265
-7643.991326,-7643.890711,-7643.890711
-7829.550174,-7829.550002,-7829.550002
-7723.740143,-7723.190466,-7723.190466
-7831.097129,-7830.653574,-7830.279838
-7484.606882,-7484.250312,-7484.250312
-7603.935884,-7603.705676,-7603.705676
-7861.899102,-7861.823019,-7861.823019
-7550.325679,-7550.294553,-7550.295824
-7637.471306,-7637.339750,-7637.339750
-7783.837921,-7783.537254,-7783.537254
-7612.440602,-7611.745838,-7611.606358
-7624.981441,-7624.981441,-7624.981441
-7828.532496,-7827.251628,-7827.251628
-7648.037799,-7648.017128,-7648.017128
-7542.399393,-7542.179455,-7542.179455
-7681.529669,-7679.771677,-7679.771677
-7710.640664,-7710.286099,-7710.286099
-7842.633496,-7842.622076,-7842.564021
-7806.190295,-7805.565178,-7805.503833
-7637.176811,-7637.176811,-7637.176811
-7604.820335,-7604.563992,-7604.563992
-7965.250369,-7963.952682,-7963.952682
-7689.347169,-7689.347169,-7689.347169
-7788.685087,-7786.171558,-7785.406810
-7988.400160,-7987.042450,-7987.042450
-7769.854231,-7766.106473,-7766.106473
-7907.832887,-7907.784730,-7907.784730
-7814.001301,-7813.965400,-7813.965400
-7595.601175,-7595.108886,-7595.108886
-7771.614047,-7771.611632,-7771.611632
-7824.159860,-7824.144277,-7824.144277
-7726.620135,-7726.620135,-7726.620135
-7650.534016,-7650.179901,-7650.179901
-7613.418058,-7613.170269,-7613.170269
-7771.302644,-7771.302645,-7771.302644
-7372.773013,-7371.288810,-7371.288810
-7813.335901,-7813.335958,-7813.335901
-7680.134584,-7679.458167,-7679.458167
-7407.047608,-7407.047608,-7407.047608
-7794.345217,-7793.298855,-7793.298855
-7842.995088,-7840.971852,-7840.971852
-7577.942032,-7577.833623,-7577.833623
-7784.004319,-7783.508954,-7783.508954
-7753.507882,-7753.183302,-7753.183302
-7748.595867,-7748.231957,-7748.231957
-7871.667067,-7871.184444,-7871.184444
-7352.045636,-7352.045636,-7352.045636
-7699.376686,-7698.568243,-7698.568243
-7478.475792,-7478.464110,-7478.360893
-7743.117000,-7741.910361,-7741.910361
-7793.676092,-7793.676092,-7793.676092
-7824.688140,-7824.688140,-7824.688140
-7560.651002,-7560.651002,-7560.651002
-7601.891474,-7599.684485,-7599.684485
-7498.055187,-7497.535144,-7497.302103
-7798.017183,-7797.230349,-7797.311304
-7734.743633,-7734.568103,-7734.568103
-7580.134875,-7577.020900,-7577.020900
-7669.726944,-7669.509828,-7669.509828
-7640.887656,-7640.253398,-7640.253398
-7805.637397,-7804.280307,-7804.280307
-7835.445188,-7834.380515,-7834.024571
-7721.021285,-7719.187553,-7719.178670
-7646.850667,-7646.850667,-7646.850667
-7958.949969,-7958.742831,-7958.742831
-7954.183319,-7952.223674,-7952.223674
-7648.343656,-7646.957415,-7646.862072
-7880.321234,-7880.290548,-7880.186326
-7755.004648,-7751.143785,-7751.143785
-7633.288334,-7632.410382,-7632.410382
-7646.094956,-7645.090439,-7645.090439
-7734.843219,-7733.865991,-7733.865991
-7716.527443,-7715.245387,-7715.224783
-7756.382632,-7756.274430,-7756.274430
-7694.476930,-7694.476930,-7694.476930
-7602.260691,-7601.056740,-7601.056740
-7712.780355,-7711.629062,-7711.629062
-7853.487600,-7852.191207,-7852.191207
-7786.017906,-7785.320817,-7785.320817
-7886.508896,-7884.967082,-7884.967082
-7608.242677,-7608.242677,-7608.242677
-7651.552871,-7651.552871,-7651.552871
-7517.581609,-7517.450702,-7517.450702
-7776.876352,-7776.408232,-7775.454862
-7699.198968,-7699.003435,-7699.003435
-8055.539659,-8054.503122,-8054.503122
-7793.445540,-7793.445540,-7793.445540
-7566.623941,-7566.118759,-7566.118759
