null,c0
-8040.253589,-8040.253589
-8084.632632,-8084.632632
-8029.857316,-8029.857316
-7790.838459,-7790.838459
-7992.129610,-7991.740673
-7916.775957,-7916.775957
-7941.140764,-7941.140764
-7815.888306,-7815.888306
-8180.306859,-8179.519764
-8052.187856,-8051.974735
-7891.977004,-7891.828811
-8122.938909,-8122.938909
-7939.838570,-7939.838570
-8065.555982,-8065.555982
-8144.544036,-8144.544036
-8180.798385,-8180.798385
-8101.817021,-8101.817021
-8042.556433,-8042.556433
-8148.268286,-8148.268286
-8012.102535,-8012.005355
-7983.754058,-7983.095643
-8166.914041,-8166.914041
-7873.790514,-7873.790514
-8223.444640,-8223.411601
-8155.771652,-8155.546203
-7981.996384,-7977.533363
-7846.630921,-7846.630921
-8052.009004,-8050.863810
-8048.663542,-8048.663542
-8195.163056,-8195.162372
-8198.940516,-8198.708980
-8034.691990,-8033.831730
-7974.837502,-7974.661598
-7849.231170,-7849.231170
-7872.589438,-7872.589438
-7970.859591,-7970.856384
-8138.100865,-8138.092319
-7911.696842,-7911.621161
-7975.848414,-7975.848414
-8202.358940,-8199.718073
-8208.060909,-8208.060909
-7993.138434,-7993.138434
-8013.474241,-8013.474241
-8148.051268,-8148.051268
-8172.420015,-8172.254838
-8002.066088,-8002.066088
-7849.604820,-7849.473080
-8037.849650,-8037.849650
-7966.585129,-7965.381965
-7992.540225,-7992.487788
-8093.375869,-8093.375869
-8066.137082,-8066.137082
-7781.088549,-7781.088549
-7982.180601,-7982.115430
-8052.462504,-8052.444556
-8117.555851,-8117.317618
-8040.066346,-8040.066346
-8088.066322,-8088.066322
-7938.689649,-7938.689649
-8159.843156,-8159.843156
-8082.992629,-8082.567480
-8191.170245,-8190.000673
-7837.412516,-7834.842064
-8010.290654,-8010.290654
-7940.927116,-7940.927116
-8122.960349,-8122.446171
-8148.680242,-8146.744513
-7874.287125,-7873.786690
-7941.303113,-7941.303113
-8210.204874,-8210.204874
-8173.301356,-8172.606421
-8093.112707,-8093.112707
-8195.987869,-8195.987869
-8078.357631,-8078.357631
-7951.592470,-7951.592470
-7939.135177,-7939.135177
-8088.116574,-8087.944180
-8065.766161,-8065.766161
-7996.319501,-7996.319501
-7984.884498,-7984.884498
-8186.094830,-8185.707429
-8015.921848,-8014.788275
-7934.126594,-7934.087772
-8133.403545,-8133.403545
-7929.970071,-7929.970071
-7963.027162,-7963.023741
-8129.844121,-8129.844121
-8237.108962,-8236.962293
-8001.795071,-8001.753983
-7927.629385,-7927.606393
-8310.475137,-8310.475137
-7974.736220,-7974.014623
-8119.133348,-8118.926938
-7950.464574,-7950.384902
-8034.645855,-8034.645855
-8047.557279,-8047.557279
-7958.225415,-7958.008086
-7961.535445,-7961.535445
-8175.815149,-8175.814966
-8298.393365,-8298.386954
-8063.246002,-8063.246002
-7861.627638,-7861.627638
-8026.920036,-8026.920036
-7938.228996,-7938.218747
-7763.333024,-7763.333024
-8045.612546,-8045.612546
-8109.065078,-8109.065078
-8012.073771,-8012.073771
-7887.539367,-7887.539367
-8082.375822,-8082.232547
-8109.614930,-8109.059095
-8110.001715,-8109.381282
-8057.494490,-8057.494490
-7938.592501,-7938.592501
-8232.030054,-8232.005813
-8073.419248,-8073.419248
-8045.284598,-8044.946494
-8137.691030,-8137.511478
-8057.629331,-8057.629331
-8195.823775,-8195.823775
-8221.544210,-8221.474548
-7919.684213,-7918.724733
-8196.283368,-8196.086742
-7711.982768,-7711.982768
-7982.314668,-7982.314668
-8169.669634,-8169.088288
-8153.445141,-8153.445141
-8081.760282,-8079.087618
-8149.434422,-8149.434422
-8053.761098,-8053.761098
-7939.410350,-7939.410350
-8093.555605,-8093.393521
-7960.343186,-7960.343186
-8092.019874,-8092.019874
-7794.056437,-7794.056437
-7963.166179,-7962.534030
-7908.821326,-7908.821326
-8113.029718,-8113.044638
-8056.317670,-8056.317670
-8013.908207,-8013.170106
-8080.531136,-8080.531136
-7952.837480,-7952.837480
-7896.449584,-7896.449584
-7898.896295,-7898.896295
-7952.789181,-7952.789181
-7779.140681,-7779.136808
-7969.524199,-7968.655784
-8255.210344,-8255.087813
-7918.504047,-7918.504047
-8108.118932,-8108.118932
-7830.413995,-7830.413995
-7994.992438,-7994.992438
-7991.535663,-7991.535663
-8074.143896,-8072.902191
-7980.054457,-7980.054457
-8222.151732,-8222.125929
-7955.890720,-7955.890720
-7984.649824,-7984.649824
-8073.553962,-8072.279007
-7956.883728,-7956.883728
-8150.736526,-8150.736526
-8061.139848,-8061.139848
-8042.151103,-8042.151103
-7958.620710,-7958.440284
-7708.835260,-7706.529765
-7995.818823,-7995.747125
-8064.318940,-8064.318940
-8073.346829,-8069.568635
-8040.409929,-8040.409928
-8108.132297,-8108.132297
-8130.812968,-8130.812968
-7728.582813,-7728.556104
-8090.899695,-8090.899695
-7818.453912,-7818.091470
-8133.308182,-8133.308182
-7879.481004,-7879.341441
-8086.636328,-8086.636328
-7936.054543,-7936.054543
-7916.609306,-7916.252451
-7943.121335,-7942.647291
-7997.106755,-7996.666891
-8091.943649,-8091.943649
-7850.147759,-7848.459497
-7896.274350,-7896.274350
-7737.201242,-7737.194013
-7993.320740,-7993.320740
-7907.228888,-7907.228888
-8279.215156,-8279.215156
-8142.000076,-8140.477057
-8109.023769,-8109.023769
-8064.011578,-8064.011578
-7997.479877,-7997.479877
-8119.622856,-8119.622856
-7960.763984,-7960.763984
-7801.754245,-7801.743961
-8189.078884,-8189.078884
-7830.565590,-7830.540693
-8074.795142,-8074.795142
-8046.116233,-8045.289345
-8308.825715,-8308.439889
-7952.530578,-7952.530578
-7893.373366,-7893.373366
-8264.157621,-8264.157621
-7884.198993,-7884.198993
-8181.418927,-8181.140344
-8039.542410,-8039.542410
-7953.282437,-7953.282437
-8139.100725,-8139.100725
-8108.824052,-8106.829917
-8270.114311,-8270.114311
-8015.315810,-8015.315810
-8181.442396,-8181.442396
-7958.509117,-7958.509117
-7999.616842,-7999.280766
-8190.439529,-8190.439529
-8013.171834,-8013.164444
-8085.065411,-8084.489087
-7806.981405,-7806.981405
-7946.423087,-7943.842645
-7915.009884,-7914.906221
-8114.881923,-8114.881923
-8231.669323,-8231.669323
-8138.078285,-8138.078285
-7863.869922,-7863.869922
-8011.886816,-8011.886816
-8157.547296,-8157.547296
-7920.188441,-7918.311323
-8003.462609,-8003.462609
-8215.177097,-8215.177097
-7974.608079,-7974.608079
-8147.634186,-8142.843267
-8049.686217,-8049.686217
-7910.163495,-7910.121031
-7994.649332,-7994.649332
-8067.664313,-8067.660901
-8042.271392,-8040.800582
-8098.802613,-8098.802613
-8119.147337,-8119.147337
-7899.575542,-7899.575542
-7829.035801,-7828.833799
-7783.485919,-7782.045811
-7971.612639,-7970.288800
-7861.074072,-7861.074072
-8294.887543,-8294.857890
-8097.057239,-8097.057239
-7951.411707,-7951.411707
-8284.743135,-8284.743135
-7901.917633,-7901.454312
-7954.027324,-7954.027324
-7993.531591,-7993.531591
-8112.862083,-8112.862083
-7926.846054,-7926.846054
-8060.052627,-8060.052627
-7996.395651,-7994.006734
-7964.455135,-7964.455135
-8161.297802,-8161.297802
-8047.953559,-8047.953559
-7888.383405,-7888.317601
-7966.163458,-7966.117187
-7866.581231,-7866.581231
-7860.543823,-7860.541292
-8201.350736,-8201.120504
-8020.475807,-8020.374748
-8277.155487,-8276.934633
-7938.194390,-7938.194390
-8032.652513,-8032.652513
-8177.970428,-8177.565343
-8164.491786,-8164.491786
-8110.694075,-8110.694075
-8028.861311,-8028.861311
-8054.761260,-8054.761260
-7970.530721,-7970.530721
-7942.394304,-7942.394304
-8114.567624,-8114.567624
-7712.208738,-7712.208738
-8144.329747,-8143.780860
-7874.503160,-7874.503160
-8145.502840,-8145.502840
-8143.564601,-8143.564601
-7837.098880,-7837.098880
-8173.805282,-8173.149649
-7994.755488,-7994.540616
-7954.266868,-7954.245632
-8044.209588,-8044.027107
-8165.331248,-8165.331248
-8060.972568,-8060.743255
-8190.405148,-8190.405148
-7884.698599,-7884.641603
-7942.686239,-7942.686239
-8037.036866,-8037.036866
-8041.253881,-8041.253881
-8089.742704,-8089.742704
-7971.327757,-7971.327757
-7971.446294,-7971.446294
-7987.452014,-7987.452014
-8092.413812,-8091.011281
-8111.655270,-8111.655270
-8034.229592,-8033.847786
-8170.726501,-8170.295745
-8104.270463,-8103.116244
-8100.341757,-8099.342028
-8181.544515,-8181.544515
-8020.650924,-8020.650924
-8010.398738,-8010.398738
-8152.473384,-8152.473384
-7663.352937,-7663.119293
-8108.837514,-8108.837514
-8068.818398,-8068.818398
-8124.214378,-8124.026606
-8123.438918,-8123.438918
-8113.910191,-8113.910191
-8072.209096,-8071.289352
-8094.203268,-8094.158477
-7888.804590,-7888.804590
-8079.180389,-8079.180389
-7905.023242,-7903.374685
-7894.806073,-7894.806073
-7976.745924,-7976.745924
-8034.926762,-8034.477859
-8003.686791,-8003.686791
-8028.989194,-8028.989194
-7852.362892,-7852.104783
-8077.277967,-8077.277967
-8035.095682,-8035.095682
-7913.098176,-7913.098176
-8122.502483,-8122.453918
-8119.003634,-8118.665080
-8123.900031,-8122.926187
-7978.722771,-7978.722771
-8067.204734,-8067.204734
-8132.702790,-8132.641117
-8145.146748,-8145.146748
-8094.592239,-8094.403902
-8286.538373,-8286.538373
-8188.212213,-8187.922924
-7912.828686,-7912.828686
-7991.154431,-7991.154431
-8080.697177,-8080.697177
-7957.961740,-7957.961740
-7998.831736,-7998.765870
-8154.254399,-8154.254399
-7960.046269,-7960.046269
-8004.765382,-8004.505922
-8110.517722,-8110.517722
-8013.108016,-8012.997994
-8156.428859,-8156.333593
-8130.990274,-8130.990274
-8154.179086,-8153.074120
-8143.129896,-8142.254300
-7940.053481,-7940.053481
-8135.935588,-8132.711857
-7956.769848,-7956.362425
-8157.771597,-8157.771597
-8193.453064,-8193.453064
-8115.420675,-8115.420675
-7984.167526,-7984.135273
-7984.888651,-7984.244862
-7935.590996,-7935.590996
-8155.556443,-8155.556443
-7908.502101,-7908.502101
-8083.263786,-8083.263786
-8041.750194,-8041.750194
-8123.451305,-8123.451305
-7948.884637,-7948.884637
-8193.469008,-8193.469008
-8074.539952,-8074.539952
-8201.551041,-8201.551041
-7914.788725,-7914.788725
-7716.789492,-7716.789492
-8022.854094,-8022.854094
-7885.380863,-7885.378277
-7847.583946,-7847.031332
-7958.936077,-7958.936077
-8165.567320,-8165.519658
-8026.423463,-8025.705255
-8022.485097,-8022.485097
-8003.748234,-8003.242442
-7859.745005,-7859.745005
-8125.652822,-8124.306761
-8068.372038,-8068.372038
-7860.701184,-7860.528862
-8077.381259,-8077.381259
-7934.989371,-7934.989371
-8075.673499,-8075.673499
-7896.829589,-7896.800231
-8018.411439,-8018.411439
-8017.408775,-8017.388219
-8097.366422,-8097.325159
-7971.928680,-7971.928680
-8043.195628,-8043.195628
-8322.943378,-8322.943378
-7999.354113,-7999.354113
-8002.566808,-8002.566808
-8139.573646,-8139.354628
-7854.515333,-7854.515333
-7936.427924,-7936.427924
-8060.778332,-8060.727670
