p0,p1,p2a,p2b,w0_b,w1_b,w2a_b,w2b_b,w0_f,w1_f,w2a_f,w2b_f
0.549620,0.250150,0.137600,0.062630,0.204830,1.000000,0.204830,1.000000,0.204830,1.000000,1.212470,1.212470
0.639130,0.321560,0.026150,0.013160,0.178050,1.000000,0.178050,1.000000,0.178050,1.000000,1.000000,1.000000
0.706750,0.289900,0.002370,0.000970,0.256810,1.000000,0.256810,1.000000,0.256810,1.000000,1.000000,1.000000
0.595870,0.270980,0.091530,0.041620,0.223890,1.000000,0.223890,1.000000,0.223890,1.000000,1.000000,1.000000
0.676250,0.309650,0.009670,0.004430,0.207620,1.000000,0.207620,1.000000,0.207620,1.000000,1.000000,1.000000
0.591560,0.240640,0.119280,0.048520,0.232340,1.000000,0.232340,1.000000,0.232340,1.000000,1.000000,1.000000
0.568260,0.342440,0.055720,0.033580,0.196400,1.000000,0.196400,1.000000,0.196400,1.000000,1.000000,1.000000
0.657350,0.213760,0.097260,0.031630,0.242720,1.000000,0.242720,1.000000,0.242720,1.000000,1.725500,1.725500
0.679370,0.293000,0.019310,0.008330,0.193570,1.000000,0.193570,1.000000,0.193570,1.000000,1.000000,1.000000
0.485760,0.331980,0.108270,0.073990,0.189690,1.000000,0.189690,1.000000,0.189690,1.000000,1.000000,1.000000
0.635970,0.364030,0.000000,0.000000,0.221290,1.000000,0.221290,1.000000,0.221290,1.000000,1.000000,1.000000
0.590790,0.253840,0.108680,0.046690,0.168630,1.000000,0.168630,1.000000,0.168630,1.000000,1.000000,1.000000
0.706370,0.255190,0.028240,0.010200,0.239760,1.000000,0.239760,1.000000,0.239760,1.000000,1.000000,1.000000
0.719050,0.216290,0.049710,0.014950,0.232650,1.000000,0.232650,1.000000,0.232650,1.000000,1.000000,1.000000
0.682510,0.317490,0.000000,0.000000,0.211250,1.000000,0.211250,1.000000,0.211250,1.000000,1.000000,1.000000
0.652830,0.347170,0.000000,0.000000,0.216110,1.000000,0.216110,1.000000,0.216110,1.000000,1.000000,1.000000
0.700510,0.273520,0.018680,0.007290,0.212290,1.000000,0.212290,1.000000,0.212290,1.000000,1.000000,1.000000
0.696670,0.231360,0.054030,0.017940,0.242740,1.000000,0.242740,1.000000,0.242740,1.000000,1.000000,1.000000
0.678840,0.284360,0.025940,0.010860,0.217580,1.000000,0.217580,1.000000,0.217580,1.000000,1.000000,1.000000
0.659570,0.337830,0.001720,0.000880,0.189680,1.000000,0.189680,1.000000,0.189680,1.000000,1.000000,1.000000
0.670390,0.302640,0.018580,0.008390,0.205360,1.000000,0.205360,1.000000,0.205360,1.000000,4.478040,4.478040
0.702380,0.297620,0.000000,0.000000,0.241130,1.000000,0.241130,1.000000,0.241130,1.000000,1.000000,1.000000
0.682990,0.317010,0.000000,0.000000,0.223160,1.000000,0.223160,1.000000,0.223160,1.000000,1.000000,1.000000
0.658810,0.341190,0.000000,0.000000,0.233560,1.000000,0.233560,1.000000,0.233560,1.000000,1.000000,1.000000
0.687270,0.312730,0.000000,0.000000,0.198440,1.000000,0.198440,1.000000,0.198440,1.000000,1.000000,1.000000
0.639560,0.306320,0.036590,0.017530,0.224290,1.000000,0.224290,1.000000,0.224290,1.000000,1.000000,1.000000
0.763520,0.236480,0.000000,0.000000,0.253010,1.000000,0.253010,1.000000,0.253010,1.000000,1.000000,1.000000
0.689130,0.290600,0.014260,0.006010,0.200670,1.000000,0.200670,1.000000,0.200670,1.000000,21.673910,21.673910
0.728760,0.271240,0.000000,0.000000,0.233530,1.000000,0.233530,1.000000,0.233530,1.000000,1.000000,1.000000
0.521330,0.235140,0.167830,0.075700,0.200650,1.000000,0.200650,1.000000,0.200650,1.000000,1.000000,1.000000
