null1,null2,bsA
-7568.493628,-7566.930240,-7566.922866
-7952.553572,-7952.520204,-7952.520204
-7654.246206,-7654.208252,-7654.208252
-7369.084443,-7368.801747,-7368.801747
-7492.624195,-7492.624195,-7492.624195
-7758.777731,-7758.777731,-7758.777731
-7738.957712,-7738.957712,-7738.957712
-7505.001866,-7504.793328,-7504.685713
-7680.137108,-7678.847819,-7678.847819
-7516.826758,-7516.772631,-7516.772631
-7615.804939,-7615.682917,-7615.682917
-7332.644392,-7332.644392,-7332.644392
-7520.489988,-7520.398004,-7520.398004
-7741.274493,-7740.794948,-7740.217752
-7709.086100,-7709.013612,-7708.467676
-7782.465618,-7782.465618,-7782.465618
-7576.620878,-7574.643721,-7574.643721
-7664.487119,-7664.487119,-7664.487119
-7547.212355,-7547.212355,-7547.212355
-7642.259332,-7642.259332,-7642.259332
-7642.006598,-7642.006598,-7642.006598
-7628.475157,-7628.368729,-7628.097717
-7700.030233,-7700.030233,-7700.030233
-7858.545510,-7858.544868,-7857.357614
-7670.057988,-7670.057988,-7670.057988
-7727.436339,-7727.436339,-7727.436339
-7621.401895,-7621.316580,-7621.316580
-7662.975601,-7662.975601,-7662.975601
-7731.855893,-7731.285479,-7731.285479
-7601.435095,-7601.435095,-7601.435095
-7676.535418,-7676.535418,-7676.535418
-7960.107866,-7960.107866,-7960.107866
-7657.690605,-7657.690605,-7657.690605
-7762.841899,-7762.841899,-7762.841899
-7941.953442,-7941.953442,-7941.953442
-7728.343832,-7727.218734,-7727.218734
-7935.670842,-7935.670842,-7935.670842
-7525.452161,-7525.452161,-7525.452161
-7418.973160,-7418.973160,-7418.973160
-7599.761250,-7599.670743,-7599.670743
-7628.965911,-7627.164691,-7627.164691
-7782.103368,-7782.103368,-7782.103368
-7601.916010,-7601.664975,-7601.664975
-7677.083151,-7675.385109,-7675.385109
-7718.319117,-7718.268936,-7718.268936
-7827.513328,-7827.513328,-7827.513328
-7769.674064,-7769.674064,-7769.674064
-7634.063235,-7634.063235,-7634.063235
-7693.406983,-7693.406983,-7693.406983
-7663.220122,-7663.220122,-7663.220122
-7650.333091,-7650.330563,-7650.330563
-7730.114226,-7728.529397,-7728.529397
-7638.667587,-7638.667587,-7638.667587
-7564.045919,-7564.045919,-7564.045919
-7782.207160,-7781.471347,-7781.471347
-7680.401829,-7680.247945,-7679.348743
-7581.515112,-7581.515112,-7581.515112
-7691.007959,-7690.137016,-7690.137016
-7846.208883,-7846.208883,-7846.208883
-7667.321134,-7667.294676,-7663.087362
-7640.342501,-7640.342501,-7640.342501
-7539.166738,-7539.166738,-7539.166738
-7688.087735,-7688.087735,-7688.087735
-7648.102444,-7648.040596,-7648.040596
-7496.917702,-7496.522765,-7496.522765
-7868.630257,-7868.418269,-7868.418269
-7668.699988,-7668.427601,-7667.099237
-7759.833884,-7759.833884,-7759.833884
-7721.383214,-7721.310346,-7719.515889
-7582.985276,-7582.985276,-7582.985276
-7752.483863,-7752.483863,-7752.483863
-7700.066060,-7699.989617,-7698.010451
-7740.062168,-7739.802794,-7739.715256
-7568.985573,-7568.979663,-7568.979663
-7517.657022,-7517.656166,-7517.656166
-7541.491274,-7541.491274,-7541.491274
-7700.662849,-7700.448063,-7700.371229
-7706.798547,-7706.797970,-7706.797970
-7563.606987,-7563.606987,-7563.606987
-7628.019315,-7628.019315,-7628.019315
-7586.235749,-7586.112697,-7583.722473
-7586.474749,-7586.474749,-7586.474749
-7623.753678,-7622.144127,-7622.144127
-7578.685859,-7578.685859,-7578.685859
-7415.968355,-7415.753843,-7415.753843
-7813.026659,-7813.026659,-7813.026659
-7855.070555,-7854.122233,-7854.122233
-7818.034290,-7818.034290,-7818.034290
-7738.518086,-7738.518086,-7738.518086
-7725.779845,-7725.106403,-7725.106403
-7528.752368,-7528.722248,-7526.509683
-7601.832668,-7601.832668,-7601.832668
-7926.963820,-7926.941665,-7926.941661
-7643.991326,-7643.969823,-7643.967211
-7829.550174,-7828.695797,-7828.695797
-7723.740143,-7723.635647,-7723.635647
-7831.097129,-7831.097129,-7831.097129
-7484.606882,-7484.577325,-7484.497556
-7603.935884,-7603.597658,-7600.803478
-7861.899102,-7861.898876,-7861.898876
-7550.325679,-7550.319977,-7550.319977
-7637.471306,-7636.971380,-7636.971380
-7783.837921,-7783.485267,-7783.485267
-7612.440602,-7611.192785,-7610.930451
-7624.981441,-7624.917508,-7624.917508
-7828.532496,-7827.765952,-7827.765952
-7648.037799,-7648.037799,-7648.037799
-7542.399393,-7541.546698,-7541.546698
-7681.529669,-7681.458208,-7681.458208
-7710.640664,-7710.640664,-7710.640664
-7842.633496,-7842.633496,-7842.633496
-7806.190295,-7806.158794,-7806.158794
-7637.176811,-7637.028943,-7637.028943
-7604.820335,-7604.784880,-7604.784880
-7965.250369,-7965.250122,-7965.250122
-7689.347169,-7688.909868,-7688.457404
-7788.685087,-7788.685087,-7788.685087
-7988.400160,-7988.400160,-7988.400160
-7769.854231,-7769.854231,-7769.854231
-7907.832887,-7907.749226,-7907.749226
-7814.001301,-7814.001301,-7814.001301
-7595.601175,-7594.008933,-7591.210062
-7771.614047,-7771.614047,-7771.614047
-7824.159860,-7822.581850,-7822.581850
-7726.620135,-7726.620135,-7726.620135
-7650.534016,-7650.534016,-7650.534016
-7613.418058,-7612.842000,-7612.841079
-7771.302644,-7771.302644,-7771.302644
-7372.773013,-7372.773013,-7372.773013
-7813.335901,-7813.335901,-7813.335901
-7680.134584,-7680.134584,-7680.134584
-7407.047608,-7404.459780,-7404.459780
-7794.345217,-7794.345217,-7794.345217
-7842.995088,-7842.995088,-7842.995088
-7577.942032,-7577.942032,-7577.942032
-7784.004319,-7784.004319,-7784.004319
-7753.507882,-7753.507882,-7753.507882
-7748.595867,-7748.595867,-7748.595867
-7871.667067,-7868.574422,-7868.541750
-7352.045636,-7352.045636,-7352.045636
-7699.376686,-7699.307050,-7698.084585
-7478.475792,-7478.475792,-7478.475792
-7743.117000,-7742.607997,-7742.604073
-7793.676092,-7792.895499,-7792.895499
-7824.688140,-7824.688140,-7824.688140
-7560.651002,-7560.418277,-7560.158266
-7601.891474,-7601.032419,-7601.032419
-7498.055187,-7498.055187,-7498.055187
